"gene","module","MM","GS","absMM","absGS"
"ENTPD8","blue",0.924507770894633,-0.708755427393859,0.924507770894633,0.708755427393859
"NXPE1","blue",0.924275499163809,-0.707541128215094,0.924275499163809,0.707541128215094
"CDKN2B-AS1","blue",0.924072719508399,-0.7688856693227,0.924072719508399,0.7688856693227
"TMEM72","blue",0.924041203604824,-0.79222422194785,0.924041203604824,0.79222422194785
"TMEM236","blue",0.923566880877448,-0.747510187050594,0.923566880877448,0.747510187050594
"ADTRP","blue",0.923383580885507,-0.758026047142885,0.923383580885507,0.758026047142885
"TMIGD1","blue",0.922857275941217,-0.808894446323161,0.922857275941217,0.808894446323161
"PDCD4","blue",0.922119322476498,-0.74653175287928,0.922119322476498,0.74653175287928
"UGT1A8","blue",0.920965636659759,-0.754980652567614,0.920965636659759,0.754980652567614
"LIMA1","blue",0.920916600247063,-0.740979015978629,0.920916600247063,0.740979015978629
"SULT1B1","blue",0.920037190499394,-0.707103494310879,0.920037190499394,0.707103494310879
"NR3C2","blue",0.919962481466393,-0.765674752162919,0.919962481466393,0.765674752162919
"MS4A12","blue",0.91989042501882,-0.809222057089317,0.91989042501882,0.809222057089317
"TRPM6","blue",0.919674108476344,-0.797196081275143,0.919674108476344,0.797196081275143
"SLC26A3","blue",0.919572666427418,-0.770153758639983,0.919572666427418,0.770153758639983
"REP15","blue",0.919433663512494,-0.738278673067908,0.919433663512494,0.738278673067908
"CA2","blue",0.919427699670637,-0.737785858704484,0.919427699670637,0.737785858704484
"TMEM30B","blue",0.918744975406771,-0.655687214451493,0.918744975406771,0.655687214451493
"MOB3B","blue",0.91863136953202,-0.724582357536495,0.91863136953202,0.724582357536495
"CALML4","blue",0.918146498835214,-0.668795343727041,0.918146498835214,0.668795343727041
"PTPRH","blue",0.917890212960555,-0.683775883236712,0.917890212960555,0.683775883236712
"TSPAN1","blue",0.917880598787478,-0.665809094368178,0.917880598787478,0.665809094368178
"LRRC66","blue",0.917648431097495,-0.732764616070117,0.917648431097495,0.732764616070117
"SIPA1L3","blue",0.916871473280136,-0.69366211556053,0.916871473280136,0.69366211556053
