"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"BP","GO:0022613","ribonucleoprotein complex biogenesis",403,0.564632818495609,2.66816987203132,1e-10,1.24491228070175e-08,9.72668513388735e-09,3164,"tags=57%, list=27%, signal=44%","2971/3326/23246/9188/705/1736/79084/25879/23212/6606/10799/56902/8662/8607/5591/55299/8894/23160/51602/55226/9136/4839/9221/10813/23560/84154/26747/55646/65083/4869/55759/10528/6227/11340/23450/10360/56915/55003/51491/6628/22803/55661/5901/10885/54606/1662/6637/8568/84128/56342/51504/28987/9816/11171/6732/9875/54663/5036/51042/6636/9669/6635/9277/23404/83732/1968/22894/8602/3646/57819/285855/27340/23016/64794/8886/22984/27292/1029/51010/55035/96764/51068/11224/10171/54512/10480/8451/51388/8667/84946/6632/55695/51154/81887/6631/115416/25929/29081/6629/79050/6627/10436/3320/3692/6633/55319/6839/55651/545/51096/10969/26574/1964/6130/6201/24148/55720/51202/79833/2091/1207/6129/27339/55127/84135/84881/11056/84294/29889/10514/8669/85865/1660/54552/8175/23481/57647/79954/25804/64434/55636/10199/7514/6223/23076/64216/6165/54433/7919/51575/57418/55027/83743/26155/153443/134430/10856/10419/51018/54680/8666/7520/10248/9790/9045/83939/23378/4686/51106/55153/84549/6155/55813/8996/81875/8668/84769/6838/51634/51121/6191/57109/10607/9129/6209/113000/51406/51340/11137/8450/92856/25926/23020/88745/28985/8663/6426/6210/10728/51631/6895/11218/55341/65095/8575/22868/90459/57602/10772/10200/22827/51187/10713/6206/50628/6169/92345/6152/55006/6207/84844/11103/79039/5303/5393/6233/8562/30836/2068/6194/54960"
"BP","GO:0042254","ribosome biogenesis",279,0.582306002042672,2.66032429532409,1e-10,1.24491228070175e-08,9.72668513388735e-09,3150,"tags=61%, list=26%, signal=46%","2971/23246/9188/705/1736/25879/23212/10799/56902/5591/55299/23160/51602/55226/9136/4839/9221/10813/23560/84154/55646/65083/4869/55759/10528/6227/11340/10360/56915/55003/51491/22803/55661/5901/10885/54606/1662/8568/84128/56342/51504/28987/9816/9875/54663/5036/51042/9669/9277/23404/83732/22894/8602/285855/27340/23016/64794/8886/22984/27292/1029/51010/55035/51068/11224/10171/54512/8451/51388/84946/55695/51154/81887/115416/29081/79050/10436/3692/55319/6839/55651/51096/10969/26574/1964/6130/6201/55720/51202/2091/6129/55127/84135/84881/11056/84294/29889/10514/85865/54552/23481/57647/79954/64434/55636/10199/7514/6223/23076/64216/6165/54433/51575/57418/55027/83743/26155/153443/134430/51018/54680/7520/10248/9790/9045/83939/23378/51106/55153/84549/6155/55813/81875/84769/6838/51121/6191/57109/10607/6209/113000/51406/11137/8450/92856/25926/88745/6210/55341/65095/22868/90459/57602/10200/51187/6206/50628/6169/92345/6152/55006/6207/11103/79039/5303/5393/6233/30836/2068/6194"
"BP","GO:0006261","DNA-templated DNA replication",139,0.63735198421052,2.65319408608884,1e-10,1.24491228070175e-08,9.72668513388735e-09,2099,"tags=53%, list=18%, signal=44%","5983/990/9837/79075/23594/9401/3159/1602/5425/4175/8318/4172/1017/9156/4171/51659/2237/55388/4176/5984/4173/81620/63922/51750/5111/6742/672/5558/29980/55159/8914/64318/84296/9134/64785/26271/5423/10926/4796/5422/898/54962/6240/54107/144455/23649/1763/8317/84515/79733/1663/5557/545/7083/4998/5427/11169/5982/4683/641/3978/5888/5001/5965/9093/8099/3980/10293/57418/580/146956/10721/23595"
"BP","GO:0006364","rRNA processing",202,0.582925099720508,2.5785885015333,1e-10,1.24491228070175e-08,9.72668513388735e-09,2544,"tags=55%, list=21%, signal=44%","23246/9188/705/1736/25879/23212/10799/5591/55299/23160/51602/55226/9136/4839/9221/10813/23560/84154/55646/65083/55759/10528/6227/11340/10360/56915/55003/22803/55661/10885/54606/1662/8568/84128/56342/51504/28987/9875/54663/5036/9277/23404/83732/22894/8602/285855/27340/23016/8886/22984/27292/1029/51010/55035/11224/10171/54512/55695/51154/81887/29081/79050/10436/3692/6839/55651/51096/10969/6130/6201/55720/51202/2091/6129/55127/84135/84881/11056/84294/23481/57647/79954/55636/10199/6223/23076/64216/6165/54433/51575/57418/153443/134430/51018/54680/10248/9790/9045/23378/51106/84549/6155/55813/57109/10607/6209/113000/51406/11137/92856/25926/88745"
"BP","GO:0016072","rRNA metabolic process",233,0.572938095102336,2.5724720878395,1e-10,1.24491228070175e-08,9.72668513388735e-09,2544,"tags=53%, list=21%, signal=43%","4609/2971/23246/9188/705/1736/25879/23212/10799/51082/5591/55299/23160/51602/55226/9136/4839/9221/10813/23560/84154/55646/65083/55759/10528/6227/11340/6949/10360/56915/55003/22803/55661/10885/54606/1662/8568/84128/56342/51504/28987/4691/84172/9875/54663/5036/9277/23404/83732/22894/8602/285855/27340/23016/8886/22984/27292/1029/51010/55035/11224/10171/54512/55695/51154/81887/29081/79050/64425/10436/3692/1663/6839/55651/51096/10969/6130/6201/6597/55720/51202/2091/6129/55127/84135/84881/11056/84294/23481/57647/79954/55636/10199/6223/9330/23076/64216/6165/54433/51575/57418/53918/153443/134430/51018/54680/10248/9790/9045/23378/51106/84549/6155/55813/9329/57109/10607/6209/113000/51406/11137/92856/25926/88745"
"BP","GO:0051276","chromosome organization",487,0.528041754706479,2.52882243450053,1e-10,1.24491228070175e-08,9.72668513388735e-09,2488,"tags=44%, list=21%, signal=37%","11065/4605/22974/4609/9319/5983/29128/983/990/221150/9837/79075/387103/4085/113130/3326/9401/440145/3159/1736/83540/908/5347/7153/891/23212/55355/8480/116447/8607/5591/3833/57405/2669/332/11004/4175/8318/699/25788/55226/54892/4172/84057/29127/1017/9232/7203/4751/24137/9156/701/55839/4171/51659/2237/4176/1058/7272/26354/5984/8313/1063/9787/9493/4173/10575/991/5901/81620/9055/51203/63922/64105/146909/2146/8260/6599/9212/22919/92675/22948/51750/64946/64151/5111/6742/10576/3146/86/147841/3832/23397/64682/23310/84296/10615/10910/9134/64785/8438/26271/10574/10694/10783/81930/57820/10464/9631/29893/10592/10460/84722/11200/7283/898/9928/57122/55143/6119/11130/1104/10051/10146/10973/1763/84515/3320/22880/10403/55055/2491/10459/1663/4439/2177/55651/5925/10155/91272/89797/545/157570/9918/3619/4436/3178/55795/6950/5982/56992/286053/6597/25913/10919/4683/51434/641/54069/9700/65057/64858/3149/5888/116028/1499/1660/54552/11339/5965/220134/8881/5889/10726/1062/7515/328/8815/4928/79913/51008/79035/54433/3183/9183/53918/3837/10721/10856/23421/3704/7520/79172/3192/55183/3181/8243/9735/152185/8379/51535/7150/401541/197370/11073/55746/3184/8520/81929/23047/5985/7756/56647/6602/9184/9031"
"BP","GO:0098813","nuclear chromosome segregation",245,0.557454202577659,2.52175789900105,1e-10,1.24491228070175e-08,9.72668513388735e-09,1881,"tags=41%, list=16%, signal=35%","11065/4605/22974/81610/9319/1894/29128/983/990/221150/4085/113130/6790/440145/83540/5347/25879/7153/891/23212/3833/57405/2669/332/11004/699/54892/84057/29127/9232/4751/24137/701/79980/7272/1063/9787/9493/991/5901/81620/9055/51203/64105/146909/6599/9212/22919/64151/86/147841/3832/23397/64682/23310/10615/9134/26271/10783/81930/57820/10464/29893/10592/10460/84722/11200/7283/898/9928/55143/11130/1104/10051/259266/9133/10403/55055/2491/10459/55166/4439/2177/5925/91272/9918/3619/55795/56992/286053/6597/10919/51434/9700/116028/55920/220134/8881/10726/1062"
"BP","GO:1903046","meiotic cell cycle process",114,0.622642110013129,2.51369579883253,1e-10,1.24491228070175e-08,9.72668513388735e-09,1894,"tags=50%, list=16%, signal=42%","9319/1164/2069/994/9088/221150/1909/4488/6790/83540/5347/25879/7153/7474/25788/84057/10635/9232/7272/63979/991/993/2175/23397/23310/3976/9134/8438/26271/81930/57820/29893/10592/7283/898/11130/10051/259266/9133/56907/10403/4439/2177/811/9918/3619/23236/149986/2956/84930/10919/5810/9700/5888/220134/5889/995"
"BP","GO:0006260","DNA replication",235,0.552539418000087,2.48933606616531,1e-10,1.24491228070175e-08,9.72668513388735e-09,2140,"tags=44%, list=18%, signal=37%","6282/5983/2069/983/990/9837/79075/23594/9401/3159/1602/10535/116447/8607/5425/4175/8318/374393/4172/890/23560/1017/51514/9156/1111/4171/51659/2237/55388/27000/4176/5984/6418/4173/81620/63922/993/92675/8208/51750/5111/6742/672/5558/86/29980/55159/8914/4673/64318/84296/9134/64785/26271/7465/5423/10926/4796/5422/898/6119/54962/6240/54107/144455/23649/1763/8317/6749/84515/79733/1663/5557/545/157570/7083/4998/5427/11169/5982/10919/4683/641/3978/5888/5001/116028/1660/5965/9093/8099/79913/4784/3980/10293/57418/83743/580/146956/10721/10856/23595/10036"
"BP","GO:0032392","DNA geometric change",71,0.665282807056739,2.48438580983905,1e-10,1.24491228070175e-08,9.72668513388735e-09,2159,"tags=59%, list=18%, signal=49%","5983/9837/79075/9401/3159/7153/8607/4175/8318/25788/4172/4171/51659/4176/5984/4173/63922/92675/51750/6742/3146/84296/64785/10146/10973/1763/84515/1663/89797/5982/25913/4683/641/3149/5888/1660/5965/51008/10721/10856/7520/3181"
"CC","GO:0000793","condensed chromosome",210,0.561269610653942,2.48050292268885,1e-10,1.24491228070175e-08,9.72668513388735e-09,2488,"tags=50%, list=21%, signal=40%","221150/387103/4085/6790/1051/83540/5347/7153/11335/891/23212/55355/57405/332/11004/699/54892/1017/4751/65083/4288/701/55839/1111/1058/79980/7272/1063/991/81620/64105/9793/6599/9212/64946/64151/672/27085/3146/86/147841/5905/23397/23310/10615/10910/348995/81930/57820/29893/10592/79023/54821/7283/57122/11130/1104/10051/23279/10403/55055/2491/6839/55166/2177/7329/91272/9918/3619/286053/6597/641/5810/54820/5888/84295/220134/1062/91687/8815/4928/7514/9183/23421/79172/3192/55183/8243/9735/8379/23468/79902/401541/197370/3297/11073/55746/81929/26039/7756/6602/9184/7158/9031"
"BP","GO:0071103","DNA conformation change",79,0.645826314875845,2.47787541917605,1e-10,1.24491228070175e-08,9.72668513388735e-09,2246,"tags=56%, list=19%, signal=46%","5983/9837/79075/9401/3159/7153/116447/8607/4175/8318/25788/4172/4171/51659/4176/5984/4173/63922/92675/51750/6742/3146/84296/64785/10146/10973/1763/84515/1663/89797/5982/25913/4683/641/3149/5888/1660/5965/51008/10721/10856/7520/3181/7150"
"CC","GO:0030684","preribosome",97,0.625182934123717,2.47284327998414,1e-10,1.24491228070175e-08,9.72668513388735e-09,3150,"tags=70%, list=26%, signal=52%","23246/705/25879/23212/56902/5591/23160/51602/55226/9136/10813/65083/55759/10528/10885/8568/84128/56342/28987/54663/9277/83732/8602/27340/22984/27292/10171/51388/84946/51154/79050/10436/51096/10969/26574/6201/2091/55127/84135/84294/23481/57647/79954/10199/6223/23076/26155/153443/134430/51018/7520/9790/84549/55813/6191/10607/51406/92856/88745/6210/65095/6206/6207/11103/5303/6233/30836/6194"
"BP","GO:0000075","cell cycle checkpoint signaling",172,0.567961923702179,2.45868774565922,1e-10,1.24491228070175e-08,9.72668513388735e-09,2511,"tags=48%, list=21%, signal=39%","9319/8870/983/990/221150/4085/1869/595/83540/5347/891/5591/57405/332/8318/699/1017/51514/701/1111/7272/1063/991/81620/9212/9675/672/29980/51512/147841/55159/8914/79621/51360/5629/11200/55143/11130/8451/54962/144455/1763/10403/55055/10459/2177/545/3619/25896/4436/55795/4998/8525/4683/641/9656/54584/27339/5810/5888/220134/63967/835/79968/79035/9183/5781/580/146956/4067/84126/9894/9735/988/8379/54888/11073/8883/60561/7756/9184/7158/5371"
"BP","GO:0007059","chromosome segregation",335,0.525160168937143,2.44976296700322,1e-10,1.24491228070175e-08,9.72668513388735e-09,2488,"tags=44%, list=21%, signal=36%","11065/4605/22974/81610/9319/1894/29128/983/990/221150/387103/4085/113130/6790/440145/83540/5347/25879/7153/891/23212/55355/3833/57405/2669/332/81624/11004/699/54892/84057/29127/9232/4751/203068/24137/4288/701/55839/79980/7272/1063/9787/9493/991/5901/29899/81620/9055/51203/64105/146909/6599/9212/22919/64946/64151/672/86/147841/54801/6732/3832/23397/64682/23310/10615/9134/348995/26271/28989/10783/81930/57820/10464/29893/10592/10460/79023/84722/11200/7283/898/55559/9928/55143/11130/1104/10051/259266/9133/10403/55055/2491/10459/55166/1459/4439/2177/7329/5925/91272/157570/9918/3619/55795/6491/56992/286053/6597/10919/51434/54069/9700/54820/10426/116028/157313/11339/55920/220134/8881/10726/1062/91687/56852/9183/3837/55142/23421/55835/79172/3192/6188/8243/9735/152185/8379/7150/401541/127829/81929/7756/56647/6602/9184/9031"
"BP","GO:0000070","mitotic sister chromatid segregation",170,0.567060473880091,2.44887086468847,1e-10,1.24491228070175e-08,9.72668513388735e-09,2488,"tags=49%, list=21%, signal=40%","11065/4605/22974/9319/29128/983/221150/4085/113130/440145/83540/5347/891/23212/3833/57405/332/11004/699/54892/29127/4751/24137/701/7272/1063/9787/9493/991/5901/81620/9055/51203/64105/146909/9212/22919/64151/147841/3832/23397/23310/10615/26271/81930/10464/10592/84722/11200/7283/9928/55143/11130/1104/10051/10403/55055/2491/10459/5925/91272/9918/3619/55795/56992/286053/51434/9700/220134/8881/10726/1062/9183/3837/3192/8243/9735/152185/8379/81929/7756/56647/9184/9031"
"CC","GO:0098687","chromosomal region",322,0.520050715049226,2.41966075250329,1e-10,1.24491228070175e-08,9.72668513388735e-09,2817,"tags=48%, list=24%, signal=38%","983/221150/79075/387103/4085/113130/6615/6790/9401/1051/83540/5347/7153/11335/891/55355/5591/57405/332/11004/4175/699/55226/4172/10635/1017/4751/701/55839/1111/4171/2237/3070/4176/1058/6741/79980/7272/1063/4173/991/81620/64105/2146/1786/9793/6599/9212/51750/64946/64151/5111/27085/86/147841/79723/5905/23310/10615/10910/348995/81930/79023/54821/11200/57122/55143/11130/10051/54107/23279/1763/3066/10403/55055/2491/10189/6839/55166/55651/91272/545/157570/9918/3619/4436/4998/286053/6597/25913/4683/641/54069/65057/64858/54820/5888/84321/5001/84295/11339/9025/55920/220134/1062/79228/7515/91687/23028/328/4928/7514/79035/54433/9183/23595/23421/7520/79172/3192/55183/3181/8243/9894/9735/8379/23468/79902/57187/401541/197370/3297/55746/8520/1108/81929/23047/26039/7756/6602/9184/7158/9031/80145/5371/10111/10728/54984/5892/283489/170506/54108/5424/51143/348235/4174"
"BP","GO:0000280","nuclear division",315,0.520961233938997,2.41866666070837,1e-10,1.24491228070175e-08,9.72668513388735e-09,2212,"tags=43%, list=19%, signal=36%","3553/54443/11065/4605/22974/9319/1164/29128/2069/983/994/9088/221150/4085/113130/4488/8877/6790/440145/27338/83540/5347/25879/7153/5159/891/23212/7474/3833/57405/332/11004/699/655/25788/54892/84057/10635/29127/9232/4751/24137/4288/701/1111/7272/63979/1063/5155/9787/9493/991/5901/81620/9055/51203/64105/146909/9212/22919/64151/27085/147841/2175/3832/5902/23397/23310/3976/10615/9134/8438/26271/79866/81930/57820/10464/29893/10592/84722/11200/7283/898/9928/9585/55143/11130/1104/10051/259266/9133/56907/10403/55055/2491/10459/4439/2177/7329/5925/91272/811/9918/3619/23236/55795/56992/286053/84930/10919/51434/5810/9700/54820/3481/5888/157313/9820/220134/8881/5889/10726/1062/995/28984/8815/9183/3837/146956/10419/3192/5719/8243/9735/152185/8379"
"BP","GO:0140013","meiotic nuclear division",97,0.610504490414468,2.41478428811815,1e-10,1.24491228070175e-08,9.72668513388735e-09,1871,"tags=49%, list=16%, signal=42%","9319/1164/2069/994/221150/4488/6790/83540/5347/25879/7153/7474/25788/84057/10635/9232/7272/63979/991/2175/23397/3976/9134/8438/26271/81930/57820/29893/10592/898/11130/10051/259266/9133/56907/10403/4439/2177/811/3619/23236/84930/10919/5810/9700/5888/220134/5889"
"BP","GO:0051983","regulation of chromosome segregation",118,0.592655057306975,2.41262610617478,1e-10,1.24491228070175e-08,9.72668513388735e-09,2212,"tags=49%, list=19%, signal=40%","11065/9319/983/990/221150/4085/83540/5347/891/57405/332/11004/699/54892/4288/701/7272/1063/9787/991/6599/9212/64151/86/147841/23397/64682/23310/26271/10783/10592/10460/55143/11130/10051/10403/55055/10459/1459/5925/9918/3619/55795/286053/6597/51434/9700/116028/157313/55920/220134/8881/1062/56852/9183/3192/9735/8379"
"BP","GO:0051321","meiotic cell cycle",163,0.559845664740915,2.40624492758871,1e-10,1.24491228070175e-08,9.72668513388735e-09,2222,"tags=45%, list=19%, signal=37%","9319/1164/2069/994/9088/221150/1909/4488/6790/83540/5347/25879/7153/7474/25788/84057/10635/1017/9232/4751/9156/7272/63979/991/993/3955/7516/2175/23397/64682/23310/3976/9134/8438/26271/81930/57820/284338/29893/10592/7283/898/11130/10051/259266/9133/56907/10403/4439/2177/811/9918/3619/23236/149986/2956/84930/10919/4683/51434/5810/9700/10426/5888/220134/8881/5889/995/734/9183/146956/5719/8243/54888"
"BP","GO:0000819","sister chromatid segregation",205,0.544226529429364,2.39973472096206,1e-10,1.24491228070175e-08,9.72668513388735e-09,2488,"tags=46%, list=21%, signal=37%","11065/4605/22974/9319/29128/983/990/221150/4085/113130/440145/83540/5347/7153/891/23212/3833/57405/332/11004/699/54892/29127/4751/24137/701/7272/1063/9787/9493/991/5901/81620/9055/51203/64105/146909/6599/9212/22919/64151/86/147841/3832/23397/64682/23310/10615/26271/10783/81930/10464/10592/10460/84722/11200/7283/9928/55143/11130/1104/10051/10403/55055/2491/10459/5925/91272/9918/3619/55795/56992/286053/6597/51434/9700/116028/220134/8881/10726/1062/9183/3837/3192/8243/9735/152185/8379/81929/7756/56647/6602/9184/9031"
"CC","GO:0000779","condensed chromosome, centromeric region",154,0.561064741043785,2.38851617805281,1e-10,1.24491228070175e-08,9.72668513388735e-09,2487,"tags=49%, list=21%, signal=40%","221150/387103/4085/6790/1051/83540/5347/11335/891/55355/57405/332/11004/699/4751/701/55839/1058/79980/7272/1063/991/81620/64105/9793/6599/9212/64946/64151/27085/86/147841/5905/23310/10615/10910/348995/81930/79023/54821/57122/11130/23279/10403/55055/2491/55166/91272/9918/3619/6597/54820/84295/220134/1062/91687/4928/7514/9183/23421/79172/3192/8243/9735/8379/23468/79902/401541/3297/55746/81929/26039/7756/6602/9184/7158"
"CC","GO:0000775","chromosome, centromeric region",205,0.538378829967191,2.37394963574792,1e-10,1.24491228070175e-08,9.72668513388735e-09,2488,"tags=46%, list=21%, signal=37%","221150/79075/387103/4085/113130/6615/6790/1051/83540/5347/7153/11335/891/55355/57405/332/11004/699/4751/701/55839/3070/1058/79980/7272/1063/991/81620/64105/2146/1786/9793/6599/9212/64946/64151/27085/86/147841/79723/5905/23310/10615/10910/348995/81930/79023/54821/57122/55143/11130/10051/54107/23279/10403/55055/2491/6839/55166/91272/157570/9918/3619/6597/54069/54820/84295/11339/55920/220134/1062/91687/4928/7514/9183/23421/79172/3192/8243/9735/8379/23468/79902/401541/197370/3297/55746/81929/23047/26039/7756/6602/9184/7158/9031"
"BP","GO:0140014","mitotic nuclear division",243,0.516764216068427,2.3324437460339,1e-10,1.24491228070175e-08,9.72668513388735e-09,2212,"tags=43%, list=19%, signal=36%","3553/54443/11065/4605/22974/9319/29128/2069/983/9088/221150/4085/113130/8877/6790/440145/27338/83540/5347/5159/891/23212/3833/57405/332/11004/699/655/54892/29127/4751/24137/4288/701/1111/7272/1063/5155/9787/9493/991/5901/81620/9055/51203/64105/146909/9212/22919/64151/27085/147841/3832/5902/23397/23310/10615/26271/79866/81930/10464/10592/84722/11200/7283/9928/9585/55143/11130/1104/10051/10403/55055/2491/10459/7329/5925/91272/9918/3619/55795/56992/286053/51434/9700/54820/3481/157313/9820/220134/8881/10726/1062/995/28984/8815/9183/3837/10419/3192/8243/9735/152185/8379"
"CC","GO:0000228","nuclear chromosome",183,0.531493023342716,2.32937520316692,1e-10,1.24491228070175e-08,9.72668513388735e-09,3562,"tags=56%, list=30%, signal=40%","9837/23594/5347/7153/23212/8607/5425/332/4175/8318/54892/4172/26747/4751/65083/1111/4171/51659/55388/4176/63979/4173/64151/5111/672/5558/86/83637/8914/23397/23310/84296/64785/57820/29893/4796/5422/10592/7283/6119/1104/54962/10051/54107/23649/3066/8819/6839/5557/7329/9918/3619/4998/5427/11169/641/27339/5810/5888/5001/1660/8805/79913/146956/375757/10856/23595/3192/8243/988/7150/11073/9031/10498/10111/8091/54984/55869/54108/119392/5424/4174/5931/5885/8295/81611/142/222229/9126/11052/5393/3621/1457/56916/10128/10714/51377/55791/546/83444/4999/6427/84312"
"BP","GO:0090068","positive regulation of cell cycle process",203,0.526062511551402,2.31668961314732,1e-10,1.24491228070175e-08,9.72668513388735e-09,2151,"tags=43%, list=18%, signal=36%","3553/11065/81610/1894/2069/983/994/6241/990/221150/4085/113130/4488/8877/595/6790/5159/891/51176/7474/332/1019/699/54892/10635/29127/51514/4869/2237/5155/9787/9493/991/29899/51203/2146/9212/993/64151/27085/7027/5902/23397/23310/10615/9134/51692/26271/10926/10592/898/9928/9585/55143/8502/8451/10051/6240/144455/8317/79733/10403/1663/5925/9918/3619/23236/55795/6491/286053/221908/51434/9700/3481/10733/55920/220134/8881/5889/995/28984/6868/1981/11113/56852/55835/3192/9727"
"BP","GO:0006403","RNA localization",173,0.534979845468543,2.31439528838701,1e-10,1.24491228070175e-08,9.72668513388735e-09,3456,"tags=61%, list=29%, signal=44%","1736/908/57510/29107/8480/8607/51602/11260/7203/65083/6741/10204/10575/5901/9793/22948/23165/10576/10212/1069/55110/9688/23511/348995/10574/10694/87178/399664/9631/79023/57122/4076/129401/23279/10189/636/55651/545/3178/55795/6950/22916/23225/24148/6780/2091/8570/144983/55308/4600/84321/1660/677/79228/4928/7514/9804/7919/3837/7884/56943/10856/54680/3192/3181/4686/54888/6428/9972/79902/57187/3297/55746/6432/81929/65110/80145/9883/100101267/6426/8087/170506/53371/23636/25909/5903/65109/92345/9887/3267/11052/7175/10657/5073/65125/29074/10128/8021/84324/9326/6396/55677/9775/26993/23144/8086"
"BP","GO:0007093","mitotic cell cycle checkpoint signaling",130,0.555860622985658,2.29663460566759,1e-10,1.24491228070175e-08,9.72668513388735e-09,2585,"tags=48%, list=22%, signal=38%","9319/8870/983/990/221150/4085/595/83540/5347/891/5591/57405/332/699/1017/51514/701/1111/7272/1063/991/9212/672/29980/51512/147841/55159/51360/11200/55143/11130/54962/144455/10403/55055/10459/2177/545/3619/4436/55795/4998/8525/4683/641/9656/220134/63967/835/79035/9183/580/146956/9735/8379/11073/8883/60561/7756/9184/5371/10111"
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis",145,0.546229446440149,2.28040281745522,1e-10,1.24491228070175e-08,9.72668513388735e-09,2200,"tags=41%, list=18%, signal=34%","4605/22974/29128/89958/983/4085/6790/440145/83540/5347/891/8480/3833/57405/332/29127/4751/24137/1058/7272/9787/9493/991/5901/29899/9055/51203/9793/9212/22919/64946/3832/79866/10783/10464/10460/84722/11200/7283/55143/1104/284403/10403/3925/3619/6491/56992/2697/9700/54820/7415/10726/1062/9183/3837/4134/55835/3192/8243/152185"
"CC","GO:0000776","kinetochore",146,0.54565854002087,2.28011508693431,1e-10,1.24491228070175e-08,9.72668513388735e-09,2487,"tags=48%, list=21%, signal=38%","221150/387103/4085/6790/83540/5347/891/55355/57405/332/11004/699/4751/701/55839/79980/7272/1063/991/81620/64105/9793/6599/9212/64946/27085/86/147841/5905/10615/10910/348995/81930/79023/54821/57122/11130/23279/10403/55055/2491/55166/91272/3619/6597/54820/84295/220134/1062/91687/4928/7514/9183/23421/79172/3192/8243/9735/8379/23468/79902/401541/3297/55746/81929/26039/7756/6602/9184/7158"
"BP","GO:0000725","recombinational repair",150,0.536833390615285,2.2652076198807,1e-10,1.24491228070175e-08,9.72668513388735e-09,2817,"tags=46%, list=24%, signal=36%","29128/9401/5347/8607/4175/8318/25788/4172/10635/1111/4171/51659/2237/4176/63979/10213/4173/51750/672/86/7516/55159/8914/84296/8438/55010/9643/6502/4796/2521/79728/6119/3276/8317/84515/10459/56893/286053/4683/641/5888/116028/9025/5965/5889/7515/6944/23028/3980/79035/23613/8089/10721/375757/10856/6421/7520/55183/197370/11073/1108/7158/7334/9907/10111/5892/5890/119392/4174"
"BP","GO:0000724","double-strand break repair via homologous recombination",148,0.537294438472373,2.26038793678506,1e-10,1.24491228070175e-08,9.72668513388735e-09,2817,"tags=46%, list=24%, signal=36%","29128/9401/5347/8607/4175/8318/25788/4172/10635/1111/4171/51659/2237/4176/63979/10213/4173/51750/672/86/7516/55159/8914/84296/8438/55010/9643/6502/4796/2521/79728/6119/3276/8317/84515/10459/56893/286053/4683/641/5888/116028/9025/5965/5889/7515/6944/23028/3980/79035/23613/8089/10721/375757/10856/6421/55183/197370/11073/1108/7158/7334/9907/10111/5892/5890/119392/4174"
"BP","GO:0048285","organelle fission",352,0.478453094895457,2.24493347614398,1e-10,1.24491228070175e-08,9.72668513388735e-09,2212,"tags=40%, list=19%, signal=33%","3553/54443/11065/4605/22974/9319/1164/29128/2069/983/994/9088/221150/4085/113130/4488/8877/6790/440145/27338/83540/5347/25879/7153/5159/891/23212/7474/3833/57405/332/11004/699/655/25788/54892/84057/10635/29127/9232/4751/24137/4288/701/1111/7272/63979/1063/5155/9787/9493/991/5901/81620/9055/51203/64105/146909/9212/22919/64151/27085/147841/2175/3832/5902/23397/23310/3976/89866/10615/9134/8438/26271/79866/81930/57820/10464/29893/3791/10592/84722/11200/7283/898/9928/9585/55143/11130/1104/10051/259266/9133/56907/10403/55055/2491/10459/4439/2177/7329/5925/91272/811/9918/3619/23236/55795/56992/286053/192111/84930/10919/51434/9650/5810/9700/54820/3481/5888/157313/9820/220134/8881/5889/10726/1062/995/28984/8815/9183/3837/146956/10419/3192/5719/8243/9735/152185/8379"
"BP","GO:0006310","DNA recombination",240,0.499466685288052,2.24341857981189,1e-10,1.24491228070175e-08,9.72668513388735e-09,3354,"tags=48%, list=28%, signal=35%","9319/29128/9401/3838/5347/7153/3329/51176/8607/5591/4175/8318/25788/4172/84057/10635/9156/1111/4171/51659/2237/4176/63979/10213/4173/51750/672/3146/86/7516/55159/8914/84296/8438/55010/9643/6502/4841/5423/57820/29893/4796/51010/2521/79728/6119/3276/8317/84515/10459/4439/2177/4436/56893/286053/2956/4683/641/23529/3149/5888/116028/9025/5965/5889/7515/6944/23028/328/79913/3980/79035/7037/23613/8089/580/146956/10721/375757/10856/6421/7520/55183/22976/7247/197370/6929/11073/1108/7158/7334/27434/9907/10111/604/5892/5890/119392/4174/121260/3148/5395/5885/8295/142/10538/2068/1457/56916/7517/80010/9466/51377/64769"
"BP","GO:0033044","regulation of chromosome organization",228,0.498880889929608,2.24198196592357,1e-10,1.24491228070175e-08,9.72668513388735e-09,2611,"tags=45%, list=22%, signal=36%","11065/4609/9319/983/990/221150/4085/1736/83540/908/5347/7153/891/8607/57405/332/699/55226/54892/1017/7203/4751/701/4171/2237/7272/26354/8313/1063/9787/10575/991/8260/6599/9212/22948/51750/64151/10576/86/147841/23397/64682/23310/26271/10574/10694/10783/10592/10460/55143/11130/10051/3320/22880/10403/55055/10459/1663/5925/10155/545/9918/3619/3178/55795/6950/286053/6597/25913/4683/51434/9700/65057/116028/1499/54552/220134/8881/1062/7515/79913/79035/3183/9183/10856/7520/3192/3181/9735/8379/51535/197370/3184/7756/6602/9184/9031/5371/10111/10728/54984"
