"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"CC","GO:0072562","blood microparticle",80,0.860423562706781,2.98672909886016,1e-10,2.62814814814815e-08,2.16023391812866e-08,422,"tags=51%, list=4%, signal=50%","336/3240/5004/335/2266/2243/2244/259/7448/5005/3263/2638/197/213/3273/7018/462/12/3078/1/3700/5345/3827/722/8547/183/629/1356/718/720/733/2335/721/348/710/51129/6513/3075/1191/84000/715"
"BP","GO:0002526","acute inflammatory response",74,0.775001982643137,2.66624011530125,1e-10,2.62814814814815e-08,2.16023391812866e-08,758,"tags=36%, list=6%, signal=34%","3240/5004/5005/6288/197/6289/1401/12/3700/5345/7036/5265/718/2161/2214/2335/84699/54658/3557/8876/1051/2209/2215/5008/3553/9332/145741"
"CC","GO:0031093","platelet alpha granule lumen",58,0.794171874123242,2.63123669785528,1e-10,2.62814814814815e-08,2.16023391812866e-08,315,"tags=36%, list=3%, signal=35%","5004/2266/2243/2244/5005/197/213/3273/12/1/5345/3827/5265/5054/7076/3481/2335/710/7422/6678/1191"
"BP","GO:0006953","acute-phase response",33,0.883958340228177,2.62711951220318,1e-10,2.62814814814815e-08,2.16023391812866e-08,254,"tags=48%, list=2%, signal=48%","3240/5004/5005/6288/197/6289/1401/12/3700/5345/7036/5265/2335/54658/3557/1051"
"CC","GO:0031091","platelet alpha granule",78,0.752047022393754,2.59987609359939,1e-10,2.62814814814815e-08,2.16023391812866e-08,315,"tags=28%, list=3%, signal=28%","5004/2266/2243/2244/5005/197/213/3273/12/1/5345/3827/5265/5054/7058/7076/3481/2335/710/7422/6678/1191"
"CC","GO:0034358","plasma lipoprotein particle",26,0.885931765086057,2.50836681142714,1e-10,2.62814814814815e-08,2.16023391812866e-08,315,"tags=54%, list=3%, signal=53%","336/335/345/350/6288/6289/344/341/55937/3990/348/3931/4481/1191"
"CC","GO:1990777","lipoprotein particle",26,0.885931765086057,2.50836681142714,1e-10,2.62814814814815e-08,2.16023391812866e-08,315,"tags=54%, list=3%, signal=53%","336/335/345/350/6288/6289/344/341/55937/3990/348/3931/4481/1191"
"CC","GO:0034364","high-density lipoprotein particle",19,0.939941494612197,2.48803210824629,1e-10,2.62814814814815e-08,2.16023391812866e-08,315,"tags=68%, list=3%, signal=67%","336/335/345/350/6288/6289/344/341/55937/3990/348/3931/1191"
"BP","GO:0022613","ribonucleoprotein complex biogenesis",403,0.561014928607615,2.39930291217253,1e-10,2.62814814814815e-08,2.16023391812866e-08,3660,"tags=63%, list=31%, signal=45%","2971/23246/3326/9188/705/23212/10171/1736/25879/56902/84154/8894/55299/10813/8607/23160/8662/51602/55646/4869/8568/9136/51491/10799/79084/56915/4839/9221/10528/6227/23560/5591/55003/26747/5901/65083/55661/55226/23450/51504/51042/54663/6635/55759/10360/6636/6628/10885/28987/1029/54606/11340/10969/51068/8602/9875/54512/9816/6732/115416/22803/51388/6637/84946/55651/3646/6839/84128/1968/1964/5036/56342/81887/9277/6627/64216/29889/285855/6201/51154/96764/8667/22894/11171/8451/2091/8886/1662/9669/64794/3692/51010/11224/3320/51096/6129/6629/10480/6631/23016/79050/23404/79833/22984/10436/27292/27340/10514/29081/1207/6606/55319/24148/25929/51121/84294/55127/83732/84881/55720/6633/27339/57819/51202/51018/51406/26574/23076/6632/2752/6223/57647/84135/55695/55035/83939/8669/85865/55636/26155/64434/6165/545/54433/51575/7514/79954/57602/7919/6210/22827/6169/6607/23481/83743/6152/9045/10607/10199/51634/11137/10856/10248/6130/10728/51106/84549/8668/92856/54552/134430/55794/8996/57418/1660/10419/8663/28985/79039/54680/11103/55813/51187/25926/11056/6191/8450/88745/8175/7520/6426/6155/10946/6209/23020/29777/5393/6233/25804/8562/4927/10200/6895/9790/9129/6206/10772/5303/6193/6194/51340/11157/54913/81875/55153/79033/23378/6217/153443/6431/8666/9775/84844/50628/11218/92345/51631/55341/6229/404672/65095/55027/6230/57050/6207/51116/57109/6634/2068/22868/54960/10713/113000/317781/8161/23029/9733/30836/6880/23195/6135/10658/708/6232"
"BP","GO:0042254","ribosome biogenesis",279,0.57844423182533,2.39210588635821,1e-10,2.62814814814815e-08,2.16023391812866e-08,3443,"tags=64%, list=29%, signal=47%","2971/23246/9188/705/23212/10171/1736/25879/56902/84154/55299/10813/23160/51602/55646/4869/8568/9136/51491/10799/56915/4839/9221/10528/6227/23560/5591/55003/5901/65083/55661/55226/51504/51042/54663/55759/10360/10885/28987/1029/54606/11340/10969/51068/8602/9875/54512/9816/115416/22803/51388/84946/55651/6839/84128/1964/5036/56342/81887/9277/64216/29889/285855/6201/51154/22894/8451/2091/8886/1662/9669/64794/3692/51010/11224/51096/6129/23016/79050/23404/22984/10436/27292/27340/10514/29081/55319/51121/84294/55127/83732/84881/55720/51202/51018/51406/26574/23076/2752/6223/57647/84135/55695/55035/83939/85865/55636/26155/64434/6165/54433/51575/7514/79954/57602/6210/6169/23481/83743/6152/9045/10607/10199/11137/10248/6130/51106/84549/92856/54552/134430/55794/57418/79039/54680/11103/55813/51187/25926/11056/6191/8450/88745/7520/6155/6209/29777/5393/6233/4927/10200/9790/6206/5303/6193/6194/11157/54913/81875/55153/79033/23378/6217/153443/9775/50628/92345/55341/6229/404672/65095/55027/6230/57050/6207/51116/57109/2068/22868"
"CC","GO:0031983","vesicle lumen",270,0.565127337250778,2.32988114182168,1e-10,2.62814814814815e-08,2.16023391812866e-08,1207,"tags=26%, list=10%, signal=24%","3240/5004/335/2266/2243/2244/350/5005/197/213/3273/7018/12/7276/1/3700/5345/3827/5265/5054/1116/718/7076/3481/2335/6286/116844/710/7422/6282/6280/6279/6678/1191/3326/126014/10549/3614/3101/4282/56954/1512/8836/5627/3002/203068/2219/2919/3310/25797/79980/7043/1265/2268/10213/10576/1893/5683/2512/29789/4332/5199/3082/3146/2717/5478/87/5155/5036/10694"
"CC","GO:0034774","secretory granule lumen",265,0.566700825341078,2.32641181197075,1e-10,2.62814814814815e-08,2.16023391812866e-08,1207,"tags=26%, list=10%, signal=24%","3240/5004/335/2266/2243/2244/350/5005/197/213/3273/7018/12/7276/1/3700/5345/3827/5265/5054/1116/718/7076/3481/2335/6286/116844/710/7422/6282/6280/6279/6678/1191/3326/126014/10549/3614/3101/4282/56954/1512/8836/5627/203068/2219/2919/3310/25797/79980/7043/1265/2268/10213/10576/1893/5683/2512/29789/4332/5199/3082/3146/2717/5478/87/5155/5036/10694"
"CC","GO:0060205","cytoplasmic vesicle lumen",269,0.565660587955795,2.32391845692931,1e-10,2.62814814814815e-08,2.16023391812866e-08,1207,"tags=26%, list=10%, signal=24%","3240/5004/335/2266/2243/2244/350/5005/197/213/3273/7018/12/7276/1/3700/5345/3827/5265/5054/1116/718/7076/3481/2335/6286/116844/710/7422/6282/6280/6279/6678/1191/3326/126014/10549/3614/3101/4282/56954/1512/8836/5627/3002/203068/2219/2919/3310/25797/79980/7043/1265/2268/10213/10576/1893/5683/2512/29789/4332/5199/3082/3146/2717/5478/87/5155/5036/10694"
"BP","GO:0006364","rRNA processing",202,0.575882022748085,2.2962814994346,1e-10,2.62814814814815e-08,2.16023391812866e-08,3104,"tags=61%, list=26%, signal=46%","23246/9188/705/23212/10171/1736/25879/84154/55299/10813/23160/51602/55646/8568/9136/10799/56915/4839/9221/10528/6227/23560/5591/55003/65083/55661/55226/51504/54663/55759/10360/10885/28987/1029/54606/11340/10969/8602/9875/54512/22803/55651/6839/84128/5036/56342/81887/9277/64216/285855/6201/51154/22894/2091/8886/1662/3692/51010/11224/51096/6129/23016/79050/23404/22984/10436/27292/27340/29081/84294/55127/83732/84881/55720/51202/51018/51406/23076/6223/57647/84135/55695/55035/55636/6165/54433/51575/79954/57602/23481/9045/10607/10199/11137/10248/6130/51106/84549/92856/134430/57418/79039/54680/11103/55813/25926/11056/88745/6155/6209/29777/5393/10200/9790/5303/6194/11157/54913/79033/23378/6217/153443/9775"
"BP","GO:0016072","rRNA metabolic process",233,0.5656475979237,2.29094806785994,1e-10,2.62814814814815e-08,2.16023391812866e-08,3373,"tags=62%, list=28%, signal=46%","4609/2971/23246/283/9188/705/23212/10171/1736/25879/84154/55299/10813/23160/51082/51602/55646/8568/9136/10799/56915/4839/9221/10528/6227/23560/5591/55003/6949/65083/55661/55226/51504/54663/64425/55759/10360/10885/28987/1029/54606/11340/10969/8602/9875/54512/84172/22803/4691/55651/6839/84128/5036/56342/81887/9277/64216/285855/6201/51154/22894/2091/8886/1662/3692/51010/11224/51096/6129/23016/79050/23404/22984/10436/27292/27340/29081/1663/84294/55127/83732/84881/55720/51202/51018/51406/23076/6223/57647/84135/55695/55035/55636/6165/54433/51575/79954/57602/23481/9330/9045/10607/10199/11137/10248/6130/51106/84549/92856/134430/57418/79039/54680/11103/55813/53918/25926/11056/88745/6155/6209/29777/6597/5393/9014/10200/9790/5303/6194/11157/54913/79033/23378/6217/153443/9775/50628/92345/6229/404672/65095/9329/6230/57050/7157"
"CC","GO:0005788","endoplasmic reticulum lumen",228,0.545290094217211,2.20324406326006,1e-10,2.62814814814815e-08,2.16023391812866e-08,1071,"tags=26%, list=9%, signal=24%","336/335/2266/2243/7448/197/213/7018/462/6696/3827/5265/51156/1356/718/1066/5624/7076/720/2335/147111/3990/348/1282/1277/2159/255738/710/1000/80781/10272/8614/1284/1300/1191/54905/6469/54972/60681/5033/3490/1289/1301/5954/1290/1278/1462/871/85301/1299/6383/1295/813/3371/1281/590/5329/5199/8985"
"BP","GO:0051276","chromosome organization",487,0.500409298475549,2.17766582868297,1e-10,2.62814814814815e-08,2.16023391812866e-08,3002,"tags=48%, list=25%, signal=37%","11065/4609/4605/22974/9319/5983/79075/3159/3326/983/9401/29128/221150/116447/113130/9837/4085/23212/990/1736/5347/2669/908/8313/83540/51659/891/387103/4751/4171/440145/118471/8607/332/7153/55355/8318/57405/3833/8480/55839/9232/4172/11004/25788/64946/84057/4176/699/81620/5591/54892/24137/4173/9156/991/5901/10783/4175/63922/7203/1017/1063/55226/57820/146909/1058/9212/9493/2237/5984/51203/10576/9055/8260/26354/10575/29127/84296/7272/22919/701/8438/23310/64105/3149/2146/3146/10459/5111/6742/55651/55143/6119/147841/26271/5982/64151/23397/9787/92675/10694/86/9134/3832/55795/57122/10574/22948/84515/10615/9631/10460/2491/6599/9928/3320/10910/6950/9700/54069/1763/11339/898/10146/1104/1663/4439/286053/84722/4436/3619/11200/29893/64682/10051/3178/91272/64785/605/10155/89797/10726/11130/7283/3087/65057/80218/81930/5985/9918/51434/2177/3192/328/10592/9735/545/23421/79913/54433/22880/116028/8815/3184/10919/8091/56647/4174/10721/197370/10973/8881/55055/5965/3183/3837/126731/10856/56992/641/81929/10728/3704/7515/54552/5889/3181/8243/1660/283489/55183/64858/11073/10403/51377/220134/7150/53918/3148/401541/51750/27436/10464/5885/8379/148479/25913/7520/80063/152185/5925/79172/55746/8520/6597/142/4683/56897/55869/4928/9183/54984/1062/5888/51529/9184/170506/51008/2643/79035/157570/51535"
"BP","GO:0098813","nuclear chromosome segregation",245,0.529160490059123,2.16117937386107,1e-10,2.62814814814815e-08,2.16023391812866e-08,2923,"tags=49%, list=25%, signal=37%","11065/4605/22974/9319/1894/983/29128/221150/113130/4085/23212/990/6790/5347/2669/25879/83540/891/4751/440145/118471/332/7153/57405/3833/9232/11004/84057/699/81620/54892/24137/81610/991/5901/10783/1063/79980/57820/146909/9212/9493/51203/9055/29127/7272/22919/701/23310/64105/10459/55143/147841/26271/64151/23397/9787/86/9134/3832/55795/10615/55166/259266/10460/2491/6599/9928/9700/898/1104/4439/286053/84722/3619/11200/9133/29893/64682/10051/91272/605/10726/11130/7283/81930/9918/51434/2177/3192/10592/9735/116028/10919/56647/8881/55055/3837/126731/56992/81929/8243/283489/10403/220134/55920/27436/10464/5885/8379/148479/152185/5925/6597/9183/54984/1062/51529/9184"
"BP","GO:0016053","organic acid biosynthetic process",236,0.532974577315061,2.15888924886017,1e-10,2.62814814814815e-08,2.16023391812866e-08,1451,"tags=31%, list=12%, signal=28%","345/1571/344/341/189/5053/1373/2328/1559/10998/1576/9104/2628/1066/1565/57761/2593/51085/3990/29968/6319/25902/27165/10993/8942/875/5009/5629/3638/26227/60481/5947/54206/6472/2194/1593/51302/4522/18/2264/9415/4282/9388/3992/11057/5831/3553/6507/57834/8309/140838/6470/26031/23498/5723/10196/5092/216/4507/9926/2687/8985/51380/5740/9572/9971/2806/157506/2879/80270/3692/2950/672/3028"
"CC","GO:0062023","collagen-containing extracellular matrix",303,0.514533281625142,2.14127709576866,1e-10,2.62814814814815e-08,2.16023391812866e-08,1122,"tags=31%, list=9%, signal=29%","5004/335/2266/345/2243/2244/259/350/7448/2267/5005/3263/197/3273/462/12/1/3700/5345/563/3827/8547/183/5265/5054/633/2161/8685/7058/7076/115908/4485/2335/348/7045/1282/9518/1277/710/1000/80781/340706/51129/9509/4318/6280/6279/9507/1284/23213/1300/1311/6678/1191/7052/6469/283/64093/3383/54829/655/3490/1289/1301/1512/27286/4017/1290/1278/1508/10631/5270/4053/1462/145864/2219/871/85301/1299/6383/1295/7043/3918/3371/1893/83854/1281/7837/5199/4237/8985/285613/8482/7472"
"BP","GO:0007059","chromosome segregation",335,0.495879129627042,2.09443251513514,1e-10,2.62814814814815e-08,2.16023391812866e-08,2745,"tags=43%, list=23%, signal=34%","11065/4605/22974/9319/1894/983/29128/221150/113130/4085/23212/990/6790/5347/2669/25879/83540/891/387103/4751/440145/118471/332/7153/55355/57405/3833/55839/9232/81624/11004/64946/84057/699/81620/203068/54892/24137/81610/991/5901/10783/4288/1063/79980/57820/146909/9212/9493/51203/29899/9055/29127/7272/22919/701/54801/23310/6732/64105/10459/55143/147841/26271/64151/23397/9787/55559/28989/86/9134/3832/55795/10615/55166/259266/10460/2491/6599/9928/672/348995/9700/54069/11339/898/79023/1104/127829/4439/286053/7329/84722/3619/11200/10426/9133/29893/64682/10051/91272/605/10726/11130/7283/81930/1459/23354/9918/51434/2177/3192/10592/9735/23421/6491/116028/10919/56852/56647/8881/55055/3837/126731/56992/81929/8243/91687/283489/10403/220134/7150/55920/401541/27436/10464/5885/6188/8379/148479/10636/152185/5925/79172/6597"
"CC","GO:0030312","external encapsulating structure",367,0.489321622966701,2.07956029011985,1e-10,2.62814814814815e-08,2.16023391812866e-08,1122,"tags=30%, list=9%, signal=28%","5004/335/2266/345/2243/2244/259/350/7448/2267/5005/3263/197/3273/462/12/1/3700/5345/563/4316/3827/8547/183/5265/5054/1116/633/2161/8685/7058/7076/115908/4485/2335/348/7045/1282/9518/1277/710/1000/80781/249/7422/340706/51129/9509/4320/4318/6280/6279/9507/9719/3483/1284/23213/1300/1311/6678/4982/1191/7052/6469/283/64093/3383/54829/655/10417/25903/3490/1289/1301/1512/27286/4017/1290/1278/1508/7980/10631/7481/5270/4053/1462/145864/2219/871/85301/81792/1299/6383/1295/7043/3918/3371/2615/1893/83854/1281/7837/5199/4321/4237/8985/285613/8482/7472"
"CC","GO:0031012","extracellular matrix",367,0.489321622966701,2.07956029011985,1e-10,2.62814814814815e-08,2.16023391812866e-08,1122,"tags=30%, list=9%, signal=28%","5004/335/2266/345/2243/2244/259/350/7448/2267/5005/3263/197/3273/462/12/1/3700/5345/563/4316/3827/8547/183/5265/5054/1116/633/2161/8685/7058/7076/115908/4485/2335/348/7045/1282/9518/1277/710/1000/80781/249/7422/340706/51129/9509/4320/4318/6280/6279/9507/9719/3483/1284/23213/1300/1311/6678/4982/1191/7052/6469/283/64093/3383/54829/655/10417/25903/3490/1289/1301/1512/27286/4017/1290/1278/1508/7980/10631/7481/5270/4053/1462/145864/2219/871/85301/81792/1299/6383/1295/7043/3918/3371/2615/1893/83854/1281/7837/5199/4321/4237/8985/285613/8482/7472"
"CC","GO:0098687","chromosomal region",322,0.490120197816165,2.06127233311835,1e-10,2.62814814814815e-08,2.16023391812866e-08,2927,"tags=47%, list=25%, signal=36%","1051/79075/6615/983/9401/221150/113130/4085/6790/5347/11335/83540/891/387103/4751/4171/332/7153/55355/57405/55839/4172/11004/64946/4176/699/81620/5591/4173/991/4175/10635/1017/1063/55226/79980/6741/1058/9212/2237/3070/7272/5905/701/23310/64105/1111/27085/2146/1786/5111/55651/6839/55143/147841/64151/86/57122/10615/55166/2491/6599/79723/10189/10910/9793/26039/348995/54069/1763/11339/79023/84321/286053/4436/3066/3619/11200/54821/4998/10051/79228/91272/23279/11130/65057/81930/1263/54107/9918/3192/328/9735/545/23421/54433/7514/23595/3297/4174/197370/55055/64769/641/81929/23028/10728/84295/57187/7515/3181/8243/91687/79902/283489/55183/9894/64858/5424/10403/220134/6990/5931/55920/401541/51750/5001/5885/8379/2332/25913/7520/25909/79172/55746/134492/8520/6597/142/4683/9025/56897/4928/80145/9183/54984/1788/1062/5888/9184/170506"
"BP","GO:0044283","small molecule biosynthetic process",445,0.447523434985369,1.93483189836524,1e-10,2.62814814814815e-08,2.16023391812866e-08,1553,"tags=27%, list=13%, signal=24%","335/345/1571/344/5950/341/229/189/5053/1373/2328/1559/10998/4837/1576/9104/2628/1066/1565/57761/2593/4485/51085/3990/29968/6319/348/23541/3624/6652/25902/27165/10993/8942/875/5009/5629/3638/2203/26227/79611/1717/60481/5947/3953/54206/6472/6615/2819/6307/2194/1593/51302/4522/18/150094/8877/2264/9415/4282/9388/3992/7108/5091/11057/2027/5831/3251/3553/6507/10560/132/51478/57834/8309/140838/6470/26031/50814/23498/5723/10196/55163/5092/5631/216/5860/5230/84310/4507/9926/2023/2687/51360/8985/1841/10682/51380/1594/5740/2648/1718/9572/9971/2806/230/54963/157506/2879/80270/3692/2950/3930/672/3028/7083/58526/11091/58478/2821"
"MF","GO:0140640","catalytic activity, acting on a nucleic acid",488,0.429349972611738,1.86873885622223,1e-10,2.62814814814815e-08,2.16023391812866e-08,3620,"tags=45%, list=30%, signal=33%","563/5983/79075/4830/3159/9401/283/116447/9188/10171/1736/4171/10535/54517/8607/51082/7153/10799/56915/4839/9533/4172/80324/25788/4176/4234/4173/64782/9156/4175/63922/55661/138428/2237/5984/51110/3070/28987/54606/8438/27044/54512/51728/84172/2687/4913/22803/1786/5111/25885/221078/6894/5982/7516/92675/5423/5422/3978/64216/10940/5557/87178/121642/84515/10212/83940/24140/96764/22894/9704/2091/8886/1973/1662/64794/51010/60487/2956/80222/23016/23404/10436/1763/2193/5440/27292/124454/29081/10146/1663/4439/4436/80746/51692/56931/54821/79587/84881/51202/55308/89797/113802/55621/10621/57647/5985/83480/55695/4255/54107/25996/55636/328/255967/79731/8091/57696/7919/92935/4174/51651/10721/6594/10973/54888/54802/5965/64852/10856/5427/10248/28960/1022/5810/641/10728/51106/84181/146956/11062/7515/56919/5889/146712/55794/55247/1660/51067/64858/5424/80745/10056/79039/6944/10623/7150/2107/246243/51750/11056/26995/6188/4350/5379/7520/23020/79605/6597/5393/115708/56897/51095/23132/55139/1788/55039/9937/5378/5888/170506/57176/3980/6596/27434/54913/81875/79033/142940/440081/9775/1777/80755/64118/283459/1665/11218/5890/131965/60625/23210/1108/55157/5432/201164/252969/54901/54840/2068/90957/8732/8458/5435/317781/5387/55253/56257/55798/5892/81890/79009/54108"
"BP","GO:0006281","DNA repair",499,0.427273625753945,1.86700590242494,1e-10,2.62814814814815e-08,2.16023391812866e-08,3594,"tags=44%, list=30%, signal=32%","9319/5983/3159/8870/983/9401/29128/29089/113130/5347/8313/5425/51659/4171/10535/8607/8318/4869/9232/4172/25788/4176/5591/80820/2305/4173/9156/51514/57332/4175/55215/10635/1017/23450/4521/2237/5984/10213/2175/8914/84296/4796/8208/8438/7913/1111/63979/4913/3146/4841/10459/5111/54929/6119/6502/55159/5982/7516/5423/5422/3978/86/2521/1069/2648/7335/121642/79621/84515/9643/8451/6599/7336/2956/55010/672/1763/1663/4439/286053/4436/11200/54821/9656/3276/27339/5887/8089/605/10155/23198/4331/63967/5985/1459/4255/6749/6240/2177/328/2189/23613/545/79913/116028/8091/56852/56943/3297/11169/6874/79728/56647/4174/6873/10721/8317/7415/56893/197370/988/10973/5965/64769/10856/5427/1022/5810/641/23028/5886/146956/10293/6421/7515/5889/55247/8243/1660/55183/9100/64858/11073/55284/5424/51377/7737/6944/2967/10036/3148/51750/11315/7334/2968/5885/6188/4350/5379/1454/148479/2332/8450/25913/7520/22976/375757/6597/64710/142/4683/9025/10075/56897/9937/5378/5888/56907/51008/3980/6596/79035/27434/157570/55120/580/80311/2188/119392/11198/64859/5371/5890/404672/1108/252969/9126/5531/7157/2178/8464/83444/57109/54840/2176/2068/165918/571/8458/51366/5387/29117/117143/84126/7518/9907/5892/1457/6880"
"BP","GO:0006260","DNA replication",235,0.521754593001786,2.11324211770656,1.15682432851287e-10,2.93172336968834e-08,2.40976075349242e-08,2574,"tags=46%, list=22%, signal=36%","2069/6282/5983/79075/3159/983/9401/23594/116447/9837/990/5425/51659/4171/10535/8607/8318/4172/4176/81620/23560/7465/4673/4173/9156/51514/5763/4175/63922/890/374393/1017/27000/2237/5984/29980/55388/8914/84296/4796/8208/993/1602/1111/64318/5111/6742/6418/6119/604/26271/55159/5982/92675/5423/5422/3978/86/9134/5557/84515/5558/10926/672/7083/1763/898/144455/9093/1663/4998/23649/64785/54962/5985/54107/6749/6240/545/79913/116028/10919/23595/11169/4174/10721/8317/83743/5965/64769/10856/5427/641/146956/10293/57418/1660/11073/5424/51377/7150/5931/246243/10036/51750/5001/79733"
"CC","GO:0032994","protein-lipid complex",29,0.870077184249347,2.50693197195232,1.23321971836567e-10,3.01756107638718e-08,2.48031595624835e-08,315,"tags=48%, list=3%, signal=47%","336/335/345/350/6288/6289/344/341/55937/3990/348/3931/4481/1191"
"CC","GO:0098862","cluster of actin-based cell projections",111,-0.634900580429797,-2.27275847593822,2.00390371103672e-10,4.73990024450553e-08,3.89601068872087e-08,1828,"tags=42%, list=15%, signal=36%","6519/5048/103910/83715/11078/2059/257629/4637/2317/3775/10672/59272/948/5579/10518/286262/65010/6564/4641/112/389/4648/4642/54825/8556/5357/79901/6584/8989/51474/9429/5205/4640/53405/53841/10050/85477/81693/9153/6476/340024/6550/140803/55600/1811/343/762"
"BP","GO:0046394","carboxylic acid biosynthetic process",234,0.524561877185426,2.12908838360837,2.16979181349481e-10,4.96672345437394e-08,4.08245040359075e-08,1451,"tags=31%, list=12%, signal=28%","345/1571/344/341/189/5053/1373/1559/10998/1576/9104/2628/1066/1565/57761/2593/51085/3990/29968/6319/25902/27165/10993/8942/875/5009/5629/3638/26227/60481/5947/54206/6472/2194/1593/51302/4522/18/2264/9415/4282/9388/3992/11057/5831/3553/6507/57834/8309/140838/6470/26031/23498/5723/10196/5092/216/4507/9926/2687/8985/5740/9572/9971/2806/157506/2879/80270/3692/2950/672/3028"
"BP","GO:0006261","DNA-templated DNA replication",139,0.596936825066152,2.26216622316355,3.65785731633309e-10,8.08502306148867e-08,6.64556945109309e-08,2937,"tags=57%, list=25%, signal=43%","5983/79075/3159/9401/23594/9837/990/5425/51659/4171/8318/4172/4176/81620/4173/9156/4175/63922/1017/2237/5984/29980/55388/8914/84296/4796/1602/64318/5111/6742/604/26271/55159/5982/5423/5422/3978/9134/5557/84515/5558/10926/672/7083/1763/898/144455/9093/1663/4998/23649/64785/54962/5985/54107/6240/545/23595/11169/4174/10721/8317/5965/5427/641/146956/10293/57418/11073/5424/51750/5001/79733/64710/142/4683/56897/5888/3980"
"BP","GO:0006520","amino acid metabolic process",198,0.539936264778158,2.15164188839169,3.75994589950854e-10,8.08502306148867e-08,6.64556945109309e-08,2081,"tags=39%, list=17%, signal=33%","189/5053/1373/1800/6999/51268/8659/29968/84706/27165/10993/8942/875/5009/26227/1503/6472/2184/2653/2731/4522/18/259307/56954/5471/4953/5831/6507/51166/8833/6470/79814/790/84842/51540/23498/5723/6567/5092/10588/216/5860/4507/670/2687/8985/2356/51380/125061/3081/51582/9971/2806/2730/3028/80222/2193/124454/4846/58478/79587/11112/7915/2729/9945/2752/6611/9056/60496/95/440/2639/162417/79731/5198/586/92935"
"BP","GO:1901605","alpha-amino acid metabolic process",144,0.581399106795474,2.22733773705731,6.37941162288684e-10,1.33142073164721e-07,1.09437522608099e-07,2048,"tags=44%, list=17%, signal=37%","189/5053/1373/1800/6999/51268/8659/29968/84706/27165/10993/8942/875/5009/26227/1503/6472/2184/2653/2731/4522/259307/56954/5471/4953/5831/51166/8833/6470/79814/790/51540/23498/5723/5092/10588/5860/4507/8985/2356/51380/125061/3081/51582/9971/2806/2730/3028/4846/58478/11112/7915/2729/9945/2752/6611/9056/60496/440/2639/162417/5198/586"
"MF","GO:0140678","molecular function inhibitor activity",369,0.44914616804133,1.91417081292167,6.79818495932803e-10,1.37828344203976e-07,1.13289452209433e-07,710,"tags=16%, list=6%, signal=15%","336/345/259/197/344/3273/462/57817/12/3700/341/5345/3827/183/5265/5054/51156/58530/718/727/866/7076/57761/1469/720/28234/721/54997/3485/54658/8431/3557/255738/710/4061/51129/54578/29763/3326/5268/4188/9188/6242/306/332/55646/4869/7035/7980/9232/5270/1475/11047/3843/5627/9221/55003/871"
"BP","GO:0010876","lipid localization",339,0.457544179421394,1.93453220862388,1.53743781280941e-09,3.030460755471e-07,2.49091898268332e-07,1142,"tags=22%, list=10%, signal=20%","336/335/345/350/1401/344/5950/6696/341/183/366/10998/55937/718/1066/84649/28234/123/28231/3990/2172/348/1645/2180/8431/3624/255738/29923/6713/8529/3931/6513/4481/64849/23250/388323/5947/185/27346/1191/54209/6469/3764/29015/10280/64220/9066/84647/4282/83758/7274/9388/118471/2170/3949/1312/3553/57655/80820/5948/26031/124976/27141/114897/196527/81575/4833/949/84879/4828/2717/4363/3569"
"CC","GO:0000793","condensed chromosome",210,0.522447177797807,2.09509052716901,1.81941614815993e-09,3.48934513171429e-07,2.86810380567687e-07,2923,"tags=51%, list=25%, signal=39%","1051/221150/4085/23212/6790/5347/11335/83540/891/387103/4751/332/7153/55355/57405/55839/11004/64946/699/81620/54892/991/65083/4288/1017/1063/79980/57820/1058/9212/7272/5905/701/23310/64105/1111/27085/3146/6839/147841/64151/23397/86/57122/10615/55166/2491/6599/10910/672/9793/26039/348995/79023/1104/286053/7329/3619/54821/29893/10051/91272/23279/11130/7283/81930/1263/9918/2177/3192/10592/9735/23421/7514/8815/3297/197370/55055/64769/5810/641/81929/84295/8243/91687/79902/283489/55183/11073/10403/220134/6990/3148/401541/5885/8379/25909/79172/55746/134492/6597/4928/9183/54984/1062/5888/9184"
"MF","GO:0004866","endopeptidase inhibitor activity",90,0.659265080261525,2.31838073383078,1.89400881537147e-09,3.53681225101998e-07,2.90711990193166e-07,710,"tags=33%, list=6%, signal=32%","259/197/3273/462/12/3700/5345/3827/183/5265/5054/51156/718/727/866/7076/1469/720/28234/721/710/5268/332/7035/7980/9232/5270/1475/5627/871"
"BP","GO:0000280","nuclear division",315,0.465463924433106,1.94695514212159,2.12452266162732e-09,3.84562206635887e-07,3.1609493665363e-07,2403,"tags=41%, list=20%, signal=33%","3481/11065/4605/22974/54443/2069/4488/9319/9088/1164/983/29128/221150/113130/4085/994/23212/6790/655/8877/5347/27338/25879/83540/891/4751/440145/118471/332/7153/57405/3833/3553/9232/11004/25788/84057/699/81620/54892/24137/991/5901/10635/5902/4288/1063/57820/146909/9212/9493/51203/2175/9055/29127/7272/22919/701/8438/23310/64105/1111/63979/27085/10459/55143/147841/26271/64151/5155/23397/9787/9134/3832/55795/5159/10615/259266/2491/9928/811/9700/3976/898/1104/4439/286053/7329/84722/3619/11200/9133/29893/10051/9585/91272/10726/11130/7283/11022/84930/81930/9918/995/79866/51434/2177/3192/10592/9735/8815/10919/56647/9820/8881/6152/55055/3837/23236/126731/56992/5810/81929/146956/5889/8243/10419/283489"
