"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015711","organic anion transport","48/980","462/18986",0.103896103896104,2.01282798833819,5.14160857690407,3.28837765983975e-06,0.000680557159851003,0.000613109361051702,"SLC26A3/CA4/SLC26A2/SLC4A4/FABP2/SLC17A4/PLA2G10/PLA2G2A/BEST2/ATP8B1/SLC13A2/CEACAM1/SLC16A9/TNFRSF11A/FABP1/ABCB1/NOS2/P2RX4/SLC3A1/SLC44A4/SLC25A23/MAP2K6/SLC36A1/SLC6A8/SLC39A8/GLTP/SLC35A3/SLC35A1/GIPC1/CFTR/CPT1A/SLC16A3/SLC6A7/PLA2G4F/SLC17A5/BEST4/SLC25A24/SLC52A3/PSEN1/SLC6A9/ABCC3/PPARG/SLC35B3/SLC26A6/CLN3/SLC37A1/SLC25A5/LLGL2",48
"GO:1903509","liposaccharide metabolic process","19/980","111/18986",0.171171171171171,3.31617944475087,5.70952433074758,3.75822709541459e-06,0.00074668455931697,0.000672683089793996,"CWH43/NEU4/ST3GAL4/PIGZ/FUCA1/B3GALT1/B3GALT4/GAL3ST2/FUT2/UGT8/FA2H/GAL3ST1/GBA2/B4GALT4/PGAP3/FUT6/PRKCD/ST6GALNAC4/PIGN",19
"GO:0050708","regulation of protein secretion","33/980","272/18986",0.121323529411765,2.35045768307323,5.23349525971516,4.62518898105794e-06,0.000883588987265953,0.000796019366739971,"CHGA/ADTRP/GCG/KRT20/FAM3D/UCN3/NOS2/SRI/ADRA2A/TRPM4/NEO1/ACHE/FKBP1B/GNA11/F2RL1/ACVR1C/CFTR/CPT1A/HADH/GIPR/ABCG1/BSG/MCU/SIRT6/PCSK1/BAD/C2CD2L/PPARG/TCF7L2/CD2AP/GOLPH3L/EXPH5/PFKFB2",33
"GO:1903829","positive regulation of protein localization","50/980","497/18986",0.100603621730382,1.94904118589086,5.0016841014006,5.13210843714172e-06,0.000944117874343812,0.000850549433383605,"CHP2/GCG/UCN3/SRI/TMEM30B/PLS1/GPD1L/LGALS3/TRPM4/ANXA13/ACHE/GNA11/F2RL1/CHP1/AKAP5/PRR5L/SFN/AGR2/MGAT3/CFTR/ANK3/DPP10/GIPR/ABCG1/SESN2/BSG/MCU/LIMK2/SIRT6/NEDD9/PSEN1/PCSK1/BAD/C2CD2L/PPARG/PPM1A/ARHGEF16/FZD5/TCF7L2/CD2AP/GOLPH3L/EXPH5/PFKFB2/CLN3/RER1/STX3/EIF2AK3/PRKCD/ERBB2/CIB1",50
"GO:0009247","glycolipid biosynthetic process","15/980","75/18986",0.2,3.87469387755102,5.81935302597411,5.47972404517887e-06,0.000972063904728695,0.000875725823911857,"CWH43/ST3GAL4/PIGZ/B3GALT1/B3GALT4/GAL3ST2/FUT2/UGT8/FA2H/GAL3ST1/B4GALT4/PGAP3/FUT6/ST6GALNAC4/PIGN",15
"GO:1904951","positive regulation of establishment of protein localization","37/980","327/18986",0.113149847094801,2.1921050989203,5.07287259568069,6.46799276960848e-06,0.00110781103747053,0.000998019501401295,"CHP2/GCG/UCN3/SRI/TMEM30B/TRPM4/ANXA13/ACHE/GNA11/F2RL1/CHP1/AKAP5/PRR5L/SFN/CFTR/ANK3/GIPR/ABCG1/BSG/MCU/SIRT6/PSEN1/PCSK1/BAD/C2CD2L/PPARG/PPM1A/FZD5/TCF7L2/CD2AP/GOLPH3L/EXPH5/PFKFB2/CLN3/PRKCD/ERBB2/CIB1",37
"GO:0006643","membrane lipid metabolic process","28/980","218/18986",0.128440366972477,2.48833551769332,5.15620067035339,8.18306291194133e-06,0.00135484244945375,0.0012205684364443,"CWH43/NEU4/ST3GAL4/PIGZ/NAAA/FUCA1/B3GALT1/SMPD3/B3GALT4/SGPP2/SMPDL3B/GAL3ST2/FUT2/UGT8/FA2H/GAL3ST1/FUT3/GBA2/DEGS2/ELOVL6/B4GALT4/PGAP3/FUT6/ACER3/ARV1/PRKCD/ST6GALNAC4/PIGN",28
"GO:0006821","chloride transport","20/980","128/18986",0.15625,3.02710459183673,5.36837743506589,8.8497218628203e-06,0.00141795382234285,0.00127742504715956,"CLCA1/SLC26A3/SLC26A2/CA2/CLCA4/ANO7/BEST2/CLIC5/FXYD3/ATP8B1/ABCB1/TMC4/CA7/CLCN2/CFTR/BEST4/ANO10/CLCN3/WNK4/SLC26A6",20
"GO:0050714","positive regulation of protein secretion","22/980","150/18986",0.146666666666667,2.84144217687075,5.28225168651741,9.16573846221649e-06,0.00142269446693217,0.00128169586193692,"GCG/UCN3/SRI/TRPM4/ACHE/GNA11/F2RL1/CFTR/GIPR/ABCG1/BSG/MCU/SIRT6/PCSK1/BAD/C2CD2L/PPARG/TCF7L2/CD2AP/GOLPH3L/EXPH5/PFKFB2",22
"GO:0010765","positive regulation of sodium ion transport","10/980","36/18986",0.277777777777778,5.38151927437642,6.13876608951685,9.53715698394473e-06,0.00143548662846223,0.00129322023409088,"FXYD3/GPD1L/SLC9A1/WNK2/CHP1/PKP2/ANK3/ATP1B3/ATP1B1/PRSS8",10
"GO:0046474","glycerophospholipid biosynthetic process","26/980","197/18986",0.131979695431472,2.55690458924687,5.12451766267245,1.04514143186475e-05,0.00151657184171343,0.00136626935651591,"CWH43/ITPKA/PIGZ/ABHD3/SLC44A4/LIPH/LPCAT4/CAPN2/CDS1/IMPA1/PITPNM3/MTM1/PIP5K1B/IMPA2/PLD1/INPP5J/SLC44A1/DGKQ/DGKA/SH3YL1/PGAP3/CLN3/ABHD5/TTC7A/PIGN/BPNT1",26
"GO:0015698","inorganic anion transport","24/980","174/18986",0.137931034482759,2.67220267417312,5.16958604594933,1.06865340165029e-05,0.00151657184171343,0.00136626935651591,"CLCA1/SLC26A3/SLC26A2/CA2/CLCA4/SLC4A4/SLC17A4/ANO7/BEST2/CLIC5/FXYD3/ATP8B1/ABCB1/TMC4/CA7/VDR/CLCN2/CFTR/BEST4/ANO10/CLCN3/WNK4/SLC26A6/SLC37A1",24
"GO:1990778","protein localization to cell periphery","39/980","362/18986",0.107734806629834,2.08719697823881,4.87231946519431,1.1737956657645e-05,0.00158052583938095,0.00142388508221809,"ARHGAP44/AMN/PLS1/LGALS3/ANXA13/RAB26/TMEM59/AKAP5/ATP2C2/SFN/AGR2/PKP2/ANK3/DPP10/MRAP2/CAMK2D/BSG/CLSTN1/SIRT6/ATP1B3/ATP1B1/PTCH1/BBIP1/VAMP8/WNK4/ARHGEF16/GOLPH3L/CLN3/RER1/ZDHHC23/GAK/STX3/TTC7A/LDLRAP1/OPTN/ERBB2/S100A10/TSPAN15/CIB1",39
"GO:0070254","mucus secretion","7/980","17/18986",0.411764705882353,7.97731092436975,6.71428906469838,1.17735969512976e-05,0.00158052583938095,0.00142388508221809,"MUC2/SCNN1B/AGR2/HTR4/VAMP8/P2RY2/TRAF3IP2",7
"GO:0006066","alcohol metabolic process","39/980","363/18986",0.107438016528926,2.08144712430427,4.85337106591316,1.25142795840844e-05,0.00163574807089861,0.00147363441861337,"AQP8/AKR1B10/SCNN1B/DHRS9/SULT1B1/HSD11B2/MOGAT2/APOBR/ITPKA/NAAA/GDPD3/BMP2/LIMA1/ABCA5/SULT1A4/RETSAT/GFI1/SGPP2/DHDDS/AKR1C3/CLCN2/CFTR/IMPA1/IDH3A/ACO2/ABCG1/IMPA2/ACSS2/INPP5J/TPK1/MOGAT3/GBA2/DEGS2/DGKQ/NAPEPLD/DGAT1/ACER3/LDLRAP1/ARV1",39
"GO:0016042","lipid catabolic process","38/980","351/18986",0.108262108262108,2.09741264026978,4.84137288563578,1.35498582234453e-05,0.00172569604604751,0.00155466794353215,"AKR1B10/ADTRP/HPGD/PLA2G10/PLA2G2A/NEU4/PLCD1/PLCE1/NAAA/PLCD3/GDPD3/FABP1/ABHD3/FUCA1/ADRA2A/LIPH/SMPD3/SGPP2/PAFAH2/SMPDL3B/CYP4F12/AKR1C3/CPT1A/HADH/PLA2G4F/HSD17B11/SESN2/PLD1/SIRT6/ECH1/GBA2/NAPEPLD/LPIN3/PLBD1/ABHD5/ACER3/AUH/PRKCD",38
"GO:0001508","action potential","24/980","177/18986",0.135593220338983,2.62691110342442,5.0731455064023,1.43164239192777e-05,0.00173438238065982,0.0015624934038729,"SRI/P2RX4/GPD1L/AKAP7/DSC2/TRPM4/SLC9A1/NEDD4L/FKBP1B/GNA11/KCNS3/CLCN2/PKP2/ANK3/KCNG1/USP53/CAMK2D/AKAP9/ATP1B1/GNAQ/KCNJ2/GNA14/CLN3/DSG2",24
"GO:0006820","monoatomic anion transport","24/980","177/18986",0.135593220338983,2.62691110342442,5.0731455064023,1.43164239192777e-05,0.00173438238065982,0.0015624934038729,"CLCA1/SLC26A3/SLC26A2/CA2/CLCA4/SLC4A4/SLC17A4/ANO7/BEST2/CLIC5/FXYD3/ATP8B1/ABCB1/TMC4/CA7/CLCN2/CFTR/SLC17A5/BEST4/ANO10/CLCN3/ABCC3/WNK4/SLC26A6",24
"GO:0007586","digestion","21/980","144/18986",0.145833333333333,2.82529761904762,5.12933600705821,1.58916294660281e-05,0.00187937437042289,0.00169311571077908,"MUC2/FABP2/SI/MUC4/SST/GCNT3/CAPN9/MOGAT2/UCN3/FABP1/LIMA1/SLC22A5/PLS1/ADRA2A/TFF3/VDR/MUC13/HTR4/WNK4/PRSS3/SLC26A6",21
"GO:0006814","sodium ion transport","30/980","251/18986",0.119521912350598,2.31555411009025,4.89472665208778,1.65888229918247e-05,0.00188587597138124,0.00169897295928744,"SLC4A4/SCNN1B/SLC9A3/SLC17A4/SLC9A2/MIR192/FXYD3/SLC13A2/CNNM4/P2RX4/SLC22A5/GPD1L/TRPM4/SLC6A8/SLC9A1/NEDD4L/SCNN1A/WNK2/SLC6A19/CHP1/PKP2/ANK3/SLC6A7/CAMK2D/SLC22A4/ATP1B3/ATP1B1/PRSS8/SLC6A9/WNK4",30
"GO:0042886","amide transport","36/980","328/18986",0.109756097560976,2.12635639621702,4.80053812108823,1.68369940760806e-05,0.00188587597138124,0.00169897295928744,"AQP8/CHGA/CA2/GCG/EDN3/CWH43/FAM3D/UCN3/SLC15A1/ABCB1/NOS2/SRI/ADRA2A/TRPM4/SMPD3/GLTP/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/ILDR1/CPT1A/HADH/GIPR/MCU/SIRT6/BAD/C2CD2L/TCF7L2/SLC26A6/CDH17/PFKFB2/CLN3/HNF1B",36
"GO:0002028","regulation of sodium ion transport","15/980","82/18986",0.182926829268293,3.54392732702837,5.38572889330643,1.70856490260028e-05,0.00188587597138124,0.00169897295928744,"MIR192/FXYD3/P2RX4/GPD1L/SLC9A1/NEDD4L/WNK2/CHP1/PKP2/ANK3/CAMK2D/ATP1B3/ATP1B1/PRSS8/WNK4",15
"GO:0009311","oligosaccharide metabolic process","13/980","64/18986",0.203125,3.93523596938775,5.48730631636692,1.92494539292932e-05,0.0020785225579739,0.00187252697147427,"B3GALT5/SI/B4GALNT2/ST6GALNAC1/NEU4/ST3GAL4/B3GALT1/B3GALT4/FUT2/FUT3/MPDU1/FUT6/ST6GALNAC4",13
"GO:0034308","primary alcohol metabolic process","17/980","103/18986",0.16504854368932,3.19756290865861,5.21715990223896,1.97571682954177e-05,0.00208795436007106,0.00188102401845063,"AKR1B10/SCNN1B/DHRS9/SULT1B1/HSD11B2/NAAA/GDPD3/BMP2/SULT1A4/RETSAT/AKR1C3/CLCN2/ACSS2/TPK1/DGKQ/NAPEPLD/DGAT1",17
"GO:0051345","positive regulation of hydrolase activity","36/980","331/18986",0.108761329305136,2.1070842838646,4.74031030003114,2.05215860719365e-05,0.00212355662540226,0.00191309785946935,"CHP2/ARHGAP44/ATP2A3/XDH/BMP2/EGLN3/FAM162A/TNFSF10/RAP1GAP/F2RL1/ACVR1C/CASP1/F3/RHOC/TAX1BP3/LGALS9/SGSM3/GRAMD4/FGFR3/PPARGC1B/BCL2L11/NET1/BCL10/CLDN3/BAD/TBC1D10A/RALGAPA1/ARHGEF16/BAK1/SH3BP1/ASAP2/EIF2AK3/DENND1B/PRKCD/S100A10/ADAP1",36
"GO:0035725","sodium ion transmembrane transport","24/980","188/18986",0.127659574468085,2.47320885801129,4.73584128468373,3.91852216995398e-05,0.00397210196289008,0.00357843990214272,"SLC4A4/SCNN1B/SLC9A3/SLC17A4/SLC9A2/MIR192/FXYD3/SLC13A2/CNNM4/TRPM4/SLC6A8/SLC9A1/NEDD4L/SCNN1A/WNK2/SLC6A19/CHP1/ANK3/SLC6A7/CAMK2D/ATP1B3/ATP1B1/SLC6A9/WNK4",24
"GO:0043270","positive regulation of monoatomic ion transport","26/980","215/18986",0.12093023255814,2.34283815851922,4.61964831272533,4.8669940324533e-05,0.0048348718718391,0.00435570350146505,"GCG/EDN3/LRRC26/FXYD3/SRI/P2RX4/GPD1L/ADRA2A/LGALS3/AKAP7/SLC9A1/WNK2/CHP1/AKAP5/ATP2C2/CFTR/PKP2/ANK3/CTSS/AKAP9/ATP1B3/ATP1B1/ATP2B1/PRSS8/KCNJ2/BAK1",26
"GO:0046434","organophosphate catabolic process","28/980","242/18986",0.115702479338843,2.24155844155844,4.53475081971648,5.62839357497222e-05,0.00548161389938961,0.00493834903760721,"SLC4A4/ENTPD8/SMPDL3A/PLA2G10/ENTPD5/GDPD3/PDE9A/XDH/GPD1L/SMPD3/SUCLG2/ENPP3/SMPDL3B/HK2/GDA/PLA2G4F/PLD1/PDE8A/SIRT6/PSEN1/NAPEPLD/NUDT18/NUDT12/PLBD1/NCOR1/PFKFB2/ENTPD4/PRKCD",28
"GO:0045921","positive regulation of exocytosis","14/980","81/18986",0.172839506172839,3.34850088183422,4.94145235005567,6.23125104342815e-05,0.00595204306398224,0.00536215550316054,"CD177/SMPD3/F2RL1/CFTR/HLA-F/KLRC2/VPS4B/RAB27B/VAMP8/ADORA2B/DOC2A/EXPH5/PDCD6IP/S100A10",14
"GO:0038127","ERBB signaling pathway","19/980","136/18986",0.139705882352941,2.70658763505402,4.65963702273354,7.2280620638779e-05,0.00677392156061916,0.00610258030457695,"PIGR/PLCE1/CEACAM1/PTPRR/ADRA2A/ZFYVE28/PTK2B/AGR2/GAB1/MAPK3/GPRC5A/TGFA/PSEN1/FAM83B/PTPN18/IQGAP1/ERBB2/DAB2IP/MVP",19
"GO:1902307","positive regulation of sodium ion transmembrane transport","7/980","22/18986",0.318181818181818,6.16428571428571,5.65413722298583,8.22445235532094e-05,0.00754073200858978,0.00679339467189029,"FXYD3/SLC9A1/WNK2/CHP1/ANK3/ATP1B3/ATP1B1",7
"GO:0015701","bicarbonate transport","9/980","37/18986",0.243243243243243,4.71246552675124,5.27326818966031,8.41873653170581e-05,0.00754073200858978,0.00679339467189029,"SLC26A3/CA4/SLC26A2/SLC4A4/BEST2/SLC39A8/CFTR/BEST4/SLC26A6",9
"GO:0050796","regulation of insulin secretion","22/980","173/18986",0.127167630057803,2.46367818803822,4.51179481127166,8.58971343715502e-05,0.00754073200858978,0.00679339467189029,"CHGA/GCG/FAM3D/UCN3/NOS2/SRI/ADRA2A/TRPM4/FKBP1B/GNA11/F2RL1/ACVR1C/CFTR/CPT1A/HADH/GIPR/MCU/SIRT6/BAD/C2CD2L/TCF7L2/PFKFB2",22
"GO:0071692","protein localization to extracellular region","38/980","382/18986",0.0994764397905759,1.92720376108559,4.2708411282854,8.65354790597176e-05,0.00754073200858978,0.00679339467189029,"CHGA/ADTRP/GCG/KRT20/CWH43/FAM3D/UCN3/NOS2/SRI/ADRA2A/TRPM4/NEO1/ACHE/GNPTAB/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/CPT1A/HADH/GIPR/ABCG1/BSG/MCU/SIRT6/PCSK1/BAD/C2CD2L/PPARG/TCF7L2/CD2AP/GOLPH3L/EXPH5/PFKFB2/NBL1/HNF1B",38
"GO:0030641","regulation of cellular pH","15/980","94/18986",0.159574468085106,3.09151107251411,4.74236352974999,8.93886249726907e-05,0.00765505690067853,0.00689638919707637,"SLC26A3/CA2/SLC4A4/SLC9A3/SLC9A2/SLC9A1/CA7/CHP1/CFTR/MAPK3/CLCN3/ATP6V0D2/ATP6V0D1/SLC26A6/CLN3",15
"GO:0006487","protein N-linked glycosylation","13/980","74/18986",0.175675675675676,3.4034473248759,4.83271800543907,9.50969875552201e-05,0.00789566315218305,0.00711314974832423,"CWH43/B4GALNT2/ENTPD5/SLC39A8/DHDDS/MGAT4A/MGAT3/GAL3ST1/FUT3/UBE2J1/MPDU1/DOLPP1/FUT6",13
"GO:0030033","microvillus assembly","6/980","16/18986",0.375,7.26505102040816,5.8487176174522,9.53774489895274e-05,0.00789566315218305,0.00711314974832423,"ATP8B1/MYO1A/RAP1GAP/ESPN/PLD1/KLF5",6
"GO:0044242","cellular lipid catabolic process","27/980","238/18986",0.113445378151261,2.19783056079575,4.33826533914816,0.00010608731739881,0.00860267140721402,0.00775008872284802,"AKR1B10/ADTRP/PLA2G10/NEU4/GDPD3/FABP1/ABHD3/FUCA1/SMPD3/SGPP2/SMPDL3B/CYP4F12/AKR1C3/CPT1A/HADH/PLA2G4F/SESN2/PLD1/ECH1/GBA2/NAPEPLD/LPIN3/PLBD1/ABHD5/ACER3/AUH/PRKCD",27
"GO:0030048","actin filament-based movement","19/980","140/18986",0.135714285714286,2.62925655976676,4.51391751114406,0.000107381845630616,0.00860267140721402,0.00775008872284802,"MYO1A/SRI/GPD1L/DSC2/TRPM4/SLC9A1/NEDD4L/MYO1D/PKP2/MYO5B/WASL/CAMK2D/AKAP9/MYO7B/KCNJ2/MYO5C/SYNE2/CCDC88C/DSG2",19
"GO:0043603","amide metabolic process","44/980","472/18986",0.0932203389830508,1.80600138360429,4.13681760155894,0.000113671081066002,0.00896197237547354,0.00807378054488848,"MEP1A/ETHE1/NEU4/NAAA/GGT6/XDH/GNE/B3GALT1/ACSF2/SMPD3/B3GALT4/SUCLG2/SMPDL3B/SLC2A13/GDA/NANS/MGAT3/ACOT11/GGT1/UGT8/GSR/PANK3/FA2H/ABCG1/GAL3ST1/FUT3/ACSS2/TPK1/PSEN1/ACSM3/PCSK1/GBA2/DEGS2/NAPEPLD/ELOVL6/GSTM4/B4GALT4/CMAS/FUT6/DGAT1/ACER3/FAR2/PRKCD/ST6GALNAC4",44
"GO:0043266","regulation of potassium ion transport","16/980","107/18986",0.149532710280374,2.89696738508487,4.59062666868322,0.000116978498192006,0.00907862813312019,0.00817887493115487,"EDN3/LRRC26/ADRA2A/AKAP7/NEDD4L/KCNS3/PTK2B/ANK3/KCNG1/DPP10/AKAP9/ATP1B3/ATP1B1/KCNJ2/WNK4/CAB39",16
"GO:1904375","regulation of protein localization to cell periphery","20/980","153/18986",0.130718954248366,2.53247965853008,4.44007592392126,0.000121148890398583,0.0092576390555348,0.00834014466533404,"ARHGAP44/PLS1/LGALS3/ANXA13/TMEM59/AKAP5/SFN/AGR2/DPP10/MRAP2/CAMK2D/SIRT6/VAMP8/WNK4/ARHGEF16/CLN3/RER1/STX3/LDLRAP1/CIB1",20
"GO:0072584","caveolin-mediated endocytosis","5/980","11/18986",0.454545454545455,8.80612244897959,6.04157992817847,0.000129050278973836,0.00971201114640978,0.00874948542133618,"PROM2/NEDD4L/MAPK3/PACSIN2/CLN3",5
"GO:0048732","gland development","42/980","450/18986",0.0933333333333333,1.80819047619048,4.04782464763041,0.000157126381834855,0.0114221461051142,0.010290134486101,"HOXB13/CDKN2B/UGT1A10/UGT1A8/CEACAM1/SOSTDC1/XDH/BMP2/TFCP2L1/RAP1GAP/CRIP1/HOXA5/HK2/ATP2C2/VDR/RPS6KA1/CLCN2/HOXA13/CPT1A/ACO2/FA2H/INSM1/HOXB9/MAPK3/HOXA3/TGFA/BCL2L11/PTCH1/MESP1/PSEN1/WNT10A/PCSK1/MAN2A1/FOXA1/RIPK3/ZBTB7B/CD2AP/IHH/PPDPF/HNF1B/COBL/IGSF3",42
"GO:0015833","peptide transport","29/980","270/18986",0.107407407407407,2.08085411942555,4.17303629117695,0.000157796706579204,0.0114221461051142,0.010290134486101,"CHGA/GCG/EDN3/CWH43/FAM3D/UCN3/SLC15A1/NOS2/SRI/ADRA2A/TRPM4/SMPD3/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/ILDR1/CPT1A/HADH/GIPR/MCU/SIRT6/BAD/C2CD2L/TCF7L2/PFKFB2/HNF1B",29
"GO:0002790","peptide secretion","28/980","257/18986",0.108949416342412,2.11072818232351,4.18241163258532,0.00015990693437019,0.0114221461051142,0.010290134486101,"CHGA/GCG/EDN3/CWH43/FAM3D/UCN3/NOS2/SRI/ADRA2A/TRPM4/SMPD3/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/ILDR1/CPT1A/HADH/GIPR/MCU/SIRT6/BAD/C2CD2L/TCF7L2/PFKFB2/HNF1B",28
"GO:0006688","glycosphingolipid biosynthetic process","9/980","40/18986",0.225,4.3590306122449,4.96129334982216,0.000160972463732231,0.0114221461051142,0.010290134486101,"B3GALT1/B3GALT4/FUT2/UGT8/FA2H/GAL3ST1/B4GALT4/FUT6/ST6GALNAC4",9
"GO:0030073","insulin secretion","24/980","206/18986",0.116504854368932,2.25710322964137,4.23220283761495,0.00016734496583917,0.0117070766946924,0.010546826534949,"CHGA/GCG/FAM3D/UCN3/NOS2/SRI/ADRA2A/TRPM4/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/CPT1A/HADH/GIPR/MCU/SIRT6/BAD/C2CD2L/TCF7L2/PFKFB2/HNF1B",24
"GO:1905475","regulation of protein localization to membrane","23/980","194/18986",0.118556701030928,2.29685461813591,4.2356042135619,0.000175050361093713,0.012076043660451,0.0108792263890259,"ARHGAP44/PLS1/LGALS3/ANXA13/TMEM59/CHP1/AKAP5/SFN/AGR2/ANK3/DPP10/MRAP2/CAMK2D/SIRT6/VAMP8/WNK4/ARHGEF16/CLN3/RER1/STX3/LDLRAP1/ERBB2/CIB1",23
"GO:0055117","regulation of cardiac muscle contraction","13/980","79/18986",0.164556962025316,3.18803926633945,4.546393904478,0.000188963390939221,0.0128572762026727,0.0115830335239024,"CHGA/SRI/P2RX4/DSC2/TRPM4/SLC9A1/FKBP1B/PKP2/CAMK2D/AKAP9/ATP1B1/KCNJ2/DSG2",13
"GO:0051453","regulation of intracellular pH","14/980","90/18986",0.155555555555556,3.01365079365079,4.46714642271671,0.000200746106397313,0.0130474292521454,0.0117543411252943,"SLC26A3/CA2/SLC4A4/SLC9A3/SLC9A2/SLC9A1/CA7/CHP1/CFTR/CLCN3/ATP6V0D2/ATP6V0D1/SLC26A6/CLN3",14
"GO:1901379","regulation of potassium ion transmembrane transport","14/980","90/18986",0.155555555555556,3.01365079365079,4.46714642271671,0.000200746106397313,0.0130474292521454,0.0117543411252943,"EDN3/LRRC26/AKAP7/NEDD4L/KCNS3/ANK3/KCNG1/DPP10/AKAP9/ATP1B3/ATP1B1/KCNJ2/WNK4/CAB39",14
"GO:0022600","digestive system process","16/980","112/18986",0.142857142857143,2.76763848396501,4.37703681900152,0.000201773949609336,0.0130474292521454,0.0117543411252943,"MUC2/FABP2/MUC4/GCNT3/MOGAT2/FABP1/LIMA1/SLC22A5/PLS1/ADRA2A/TFF3/VDR/MUC13/HTR4/WNK4/SLC26A6",16
"GO:1903729","regulation of plasma membrane organization","6/980","18/18986",0.333333333333333,6.4578231292517,5.40448922350943,0.00020226536187139,0.0130474292521454,0.0117543411252943,"ATP8B1/CASP7/WASL/DNM2/PRKCD/S100A10",6
"GO:0030259","lipid glycosylation","5/980","12/18986",0.416666666666667,8.07227891156463,5.71715899699426,0.000211830845822497,0.0133185292557005,0.0119985732923575,"B4GALNT2/ST3GAL4/B3GALT1/ABO/GBA2",5
"GO:2000651","positive regulation of sodium ion transmembrane transporter activity","5/980","12/18986",0.416666666666667,8.07227891156463,5.71715899699426,0.000211830845822497,0.0133185292557005,0.0119985732923575,"SLC9A1/WNK2/CHP1/ANK3/ATP1B1",5
"GO:0009306","protein secretion","36/980","371/18986",0.0970350404312668,1.87990538533473,3.99301669454818,0.000214655967971231,0.0133274524114138,0.0120066121032329,"CHGA/ADTRP/GCG/KRT20/FAM3D/UCN3/NOS2/SRI/ADRA2A/TRPM4/NEO1/ACHE/GNPTAB/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/CPT1A/HADH/GIPR/ABCG1/BSG/MCU/SIRT6/PCSK1/BAD/C2CD2L/PPARG/TCF7L2/CD2AP/GOLPH3L/EXPH5/PFKFB2/HNF1B",36
"GO:0006687","glycosphingolipid metabolic process","12/980","70/18986",0.171428571428571,3.32116618075802,4.53889689326653,0.000222617076820032,0.0135514071855621,0.0122083714506956,"NEU4/B3GALT1/B3GALT4/FUT2/UGT8/FA2H/GAL3ST1/GBA2/B4GALT4/FUT6/PRKCD/ST6GALNAC4",12
"GO:0009914","hormone transport","33/980","330/18986",0.1,1.93734693877551,4.00735469954757,0.000223796042602701,0.0135514071855621,0.0122083714506956,"CHGA/GCG/EDN3/SLC17A4/FAM3D/UCN3/NOS2/SRI/ADRA2A/LTBP4/TRPM4/SMPD3/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/ILDR1/CPT1A/HADH/GIPR/CRYM/MCU/SIRT6/VAMP8/BAD/WNK4/C2CD2L/PPARG/TCF7L2/PFKFB2/HNF1B",33
"GO:0002685","regulation of leukocyte migration","26/980","236/18986",0.110169491525424,2.13436527153234,4.09089189704776,0.000226447915522782,0.0135514071855621,0.0122083714506956,"ADTRP/EDN3/PADI2/MMP28/CCL28/ST3GAL4/EDN2/P2RX4/LGALS3/SMPD3/F2RL1/PTGER4/MADCAM1/PTK2B/S100A14/DAPK2/LGALS9/MAPK3/WASL/MCU/CAMK1D/NEDD9/RIPK3/HOXA7/GCNT1/NBL1",26
"GO:0006665","sphingolipid metabolic process","21/980","173/18986",0.121387283236994,2.35169281585467,4.16659938150763,0.000237791215660472,0.0138422032148361,0.0124703476346558,"NEU4/NAAA/B3GALT1/SMPD3/B3GALT4/SGPP2/SMPDL3B/FUT2/UGT8/FA2H/GAL3ST1/FUT3/GBA2/DEGS2/ELOVL6/B4GALT4/FUT6/ACER3/ARV1/PRKCD/ST6GALNAC4",21
"GO:0015748","organophosphate ester transport","21/980","173/18986",0.121387283236994,2.35169281585467,4.16659938150763,0.000237791215660472,0.0138422032148361,0.0124703476346558,"PLA2G10/ANO7/ATP8B1/ATP8A1/ABCB1/TMEM30B/SLC44A4/SLC25A23/GLTP/SLC35A3/SLC35A1/PITPNM3/ABCG1/SLC25A24/PRELID2/ATP10B/C2CD2L/SLC35B3/SLC37A1/SLC25A5/PRKCD",21
"GO:0030072","peptide hormone secretion","27/980","250/18986",0.108,2.09233469387755,4.05599124368037,0.000239667702129234,0.0138422032148361,0.0124703476346558,"CHGA/GCG/EDN3/FAM3D/UCN3/NOS2/SRI/ADRA2A/TRPM4/SMPD3/FKBP1B/PTPRN2/GNA11/F2RL1/ACVR1C/CFTR/ILDR1/CPT1A/HADH/GIPR/MCU/SIRT6/BAD/C2CD2L/TCF7L2/PFKFB2/HNF1B",27
"GO:0046467","membrane lipid biosynthetic process","19/980","149/18986",0.12751677852349,2.47044240514998,4.2038285908379,0.000245673436352802,0.0138493664411978,0.0124768009370332,"CWH43/ST3GAL4/PIGZ/B3GALT1/B3GALT4/GAL3ST2/FUT2/UGT8/FA2H/GAL3ST1/DEGS2/ELOVL6/B4GALT4/PGAP3/FUT6/ACER3/PRKCD/ST6GALNAC4/PIGN",19
