"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0045839","negative regulation of mitotic nuclear division","10/656","59/18986",0.169491525423729,4.90543613063249,5.68369340093626,3.08211149771271e-05,0.000731588026725369,0.000542989707247873,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/BMP7/PRAP1",10
"BP","GO:0030595","leukocyte chemotaxis","22/656","240/18986",0.0916666666666667,2.65302337398374,4.87535559076878,3.25141159291934e-05,0.000768027612191529,0.000570035420301801,"SAA1/C5/SERPINE1/VEGFA/CXCL6/CXCL2/MIF/TREM1/DPEP1/C5AR1/S100A8/CCL3/CXCL10/S100A9/CXCL11/CCL4/TNFAIP6/CXCL9/CCL4L1/CXCL3/IL1B/CCL18",22
"BP","GO:0141060","disruption of anatomical structure in another organism","15/656","127/18986",0.118110236220472,3.41835509890532,5.17295367187431,3.30660739632546e-05,0.000777292347368101,0.000576911771003949,"CFHR1/HRG/HAMP/KNG1/C5/C8G/CXCL6/CXCL2/TREM1/CXCL10/CXCL11/CXCL9/GZMB/CXCL3/CCL18",15
"BP","GO:0002920","regulation of humoral immune response","9/656","48/18986",0.1875,5.4266387195122,5.80903012878767,3.33273319993527e-05,0.000779667295715625,0.000578674474138558,"HPX/C4BPA/C4BPB/C3/TREM2/SERPING1/CFH/MASP1/IL1B",9
"BP","GO:0036293","response to decreased oxygen levels","27/656","331/18986",0.081570996978852,2.36083376317147,4.72495235977349,3.51715344845885e-05,0.000818874099531138,0.000607774035842978,"AJUBA/HILPDA/VEGFA/INHBA/COMT/STC2/MYC/SLC29A1/STC1/PMAIP1/TREM2/ANGPTL4/CA9/AK4/ASCL2/BNIP3/CBS/SOX4/KCNJ8/DDIT4/ITGA2/SLC2A1/LOXL2/ANG/ABAT/POSTN/BMP7",27
"BP","GO:0070542","response to fatty acid","10/656","60/18986",0.166666666666667,4.82367886178862,5.61181835781898,3.58547565774872e-05,0.000830805930981203,0.000616629923896534,"CLDN1/DGAT2/CPS1/ACSL1/SCD/AKR1C1/PDX1/LDLR/SOX9/GLDC",10
"BP","GO:0043434","response to peptide hormone","33/656","446/18986",0.0739910313901345,2.14145384447118,4.61473649540924,3.6126305533087e-05,0.000833130818597164,0.000618355471608988,"AHSG/AGT/CPS1/TIMP1/TRIB3/KHK/INSIG1/INHBB/ALPL/INHBA/COMT/STC2/VWA2/GDF15/CYP1B1/GRB10/PCSK9/CDC6/ERRFI1/FBP1/COL1A1/GRB14/OTC/KCNJ8/IGF2/EREG/AGTR1/ECHDC3/SLC2A1/AREG/EGR2/IL1B/BMP7",33
"BP","GO:0072001","renal system development","27/656","332/18986",0.0813253012048193,2.35372281810168,4.70748335346524,3.70650193784434e-05,0.000850747095733517,0.000631430394674475,"RBP4/AGT/RGN/PROX1/COL4A1/VEGFA/ENPEP/COMT/SHH/MYC/TACSTD2/CTSH/PCSK9/HEYL/SDC4/ODC1/SOX4/KCNJ8/MMP9/STRA6/SOX9/AGTR1/SULF1/LGR5/PTK7/WNT11/BMP7",27
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","9/656","49/18986",0.183673469387755,5.31589099054256,5.72254089878185,3.95881135517616e-05,0.000895980281594753,0.000665002778928245,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0071173","spindle assembly checkpoint signaling","9/656","49/18986",0.183673469387755,5.31589099054256,5.72254089878185,3.95881135517616e-05,0.000895980281594753,0.000665002778928245,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0071174","mitotic spindle checkpoint signaling","9/656","49/18986",0.183673469387755,5.31589099054256,5.72254089878185,3.95881135517616e-05,0.000895980281594753,0.000665002778928245,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0009306","protein secretion","29/656","371/18986",0.078167115902965,2.26231838800868,4.64515629299181,3.99369668164286e-05,0.000899691113558988,0.000667756984147984,"FGG/FGB/FGA/RBP4/SAA1/NR0B2/INHBB/VSNL1/RHBDF2/COMT/KLF7/APOE/PDX1/TREM2/TMEM132A/IL1RN/SYT7/SLC9B2/F2R/SOX4/KCNJ8/LTBP2/ANO1/COMP/ANG/OLFM2/ABAT/IL1B/FAM3B",29
"BP","GO:0001706","endoderm formation","10/656","61/18986",0.163934426229508,4.74460215913634,5.54151667924257,4.15745549534891e-05,0.000932266287574552,0.00069193450422227,"VTN/INHBA/FN1/COL4A2/MMP9/DUSP2/COL5A1/DUSP4/COL5A2/COL11A1",10
"BP","GO:0033344","cholesterol efflux","11/656","74/18986",0.148648648648649,4.30220006591958,5.3842659089889,4.44925905649228e-05,0.000993123604077589,0.000737103226597055,"APOA2/APOC2/APOC3/APOA1/APOC1/APOM/COMT/SHH/APOE/TREM2/CES1",11
"BP","GO:0035592","establishment of protein localization to extracellular region","29/656","374/18986",0.0775401069518717,2.24417144906743,4.59722223080266,4.61935407186259e-05,0.00102171713244015,0.000758325541653615,"FGG/FGB/FGA/RBP4/SAA1/NR0B2/INHBB/VSNL1/RHBDF2/COMT/KLF7/APOE/PDX1/TREM2/TMEM132A/IL1RN/SYT7/SLC9B2/F2R/SOX4/KCNJ8/LTBP2/ANO1/COMP/ANG/OLFM2/ABAT/IL1B/FAM3B",29
"BP","GO:0042176","regulation of protein catabolic process","29/656","374/18986",0.0775401069518717,2.24417144906743,4.59722223080266,4.61935407186259e-05,0.00102171713244015,0.000758325541653615,"TF/HAMP/TIMP1/TRIB3/C4BPA/C4BPB/HSP90AB1/SHH/APOE/ASB9/TREM2/PACSIN3/PCSK9/TMEM132A/ODC1/NKD2/LDLR/AURKA/IER3/MAD2L1/LAPTM4B/SOX9/PLK1/NKD1/SERPINE2/FBXO2/AXIN2/CLU/IL1B",29
"BP","GO:0031577","spindle checkpoint signaling","9/656","50/18986",0.18,5.20957317073171,5.63838764129389,4.68148680343198e-05,0.00103077442468326,0.000765047926771856,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0016485","protein processing","22/656","246/18986",0.0894308943089431,2.5883154868134,4.74346301497071,4.72997164031339e-05,0.00103675864872815,0.000769489459360609,"FGG/FGB/FGA/APOH/SERPINF2/F12/HPN/SERPINE1/RIPK2/ADAMTS2/ENPEP/SHH/LDLRAD3/CTSH/ECE2/PCSK9/NKD2/KLK6/COMP/SERPINE2/C1R/MASP1",22
"BP","GO:0007566","embryo implantation","10/656","62/18986",0.161290322580645,4.66807631785995,5.47272626351461,4.80552823850623e-05,0.00104297223107532,0.000774101223271988,"SPP1/TIMP1/TEAD4/VEGFA/STC2/STC1/ERRFI1/MMP9/IGFBP7/IL1B",10
"BP","GO:0010965","regulation of mitotic sister chromatid separation","10/656","62/18986",0.161290322580645,4.66807631785995,5.47272626351461,4.80552823850623e-05,0.00104297223107532,0.000774101223271988,"TRIP13/UBE2C/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",10
"BP","GO:0001906","cell killing","23/656","264/18986",0.0871212121212121,2.52146849593496,4.70939149404088,4.82262129042225e-05,0.00104297223107532,0.000774101223271988,"CFHR1/HRG/HAMP/FCGR3A/KNG1/C5/FCGR1A/C8G/CXCL6/C3/HPRT1/CXCL2/CTSH/TREM1/ICAM1/CXCL10/CXCL11/CFH/FCGR3B/CXCL9/GZMB/CXCL3/CCL18",23
"BP","GO:0032370","positive regulation of lipid transport","12/656","88/18986",0.136363636363636,3.94664634146341,5.24128066516199,4.87223041723409e-05,0.00104835459958207,0.000778096054506258,"APOA1/SPP1/ACSL1/APOE/MIF/TREM2/CES1/LIPG/CYP4F2/FABP3/IL1B/PRAP1",12
"BP","GO:0006544","glycine metabolic process","5/656","13/18986",0.384615384615385,11.1315666041276,6.91283617068828,4.95523135848491e-05,0.00104835459958207,0.000778096054506258,"AGXT/GCSH/SHMT2/PHGDH/GLDC",5
"BP","GO:0009071","serine family amino acid catabolic process","5/656","13/18986",0.384615384615385,11.1315666041276,6.91283617068828,4.95523135848491e-05,0.00104835459958207,0.000778096054506258,"AGXT/GCSH/CBS/SDS/GLDC",5
"BP","GO:0034380","high-density lipoprotein particle assembly","5/656","13/18986",0.384615384615385,11.1315666041276,6.91283617068828,4.95523135848491e-05,0.00104835459958207,0.000778096054506258,"APOA2/APOA1/APOM/APOE/LCAT",5
"BP","GO:0051918","negative regulation of fibrinolysis","5/656","13/18986",0.384615384615385,11.1315666041276,6.91283617068828,4.95523135848491e-05,0.00104835459958207,0.000778096054506258,"VTN/APOH/SERPINF2/HRG/SERPINE1",5
"BP","GO:0045732","positive regulation of protein catabolic process","20/656","213/18986",0.0938967136150235,2.71756555593725,4.76883473100495,5.23515135753703e-05,0.00110278123401624,0.00081849188005056,"TF/HAMP/TRIB3/C4BPA/C4BPB/APOE/ASB9/TREM2/PACSIN3/PCSK9/NKD2/LDLR/AURKA/IER3/SOX9/PLK1/NKD1/AXIN2/CLU/IL1B",20
"BP","GO:0051310","metaphase chromosome alignment","13/656","103/18986",0.12621359223301,3.65288302154866,5.10713342433832,5.46446028447045e-05,0.00113658610927424,0.000843582092915377,"RRS1/ECT2/CDCA5/SKA3/SPC25/NUF2/CDK1/KIF2C/BIRC5/NEK2/GEM/KIFC1/CCNB1",13
"BP","GO:0033046","negative regulation of sister chromatid segregation","9/656","51/18986",0.176470588235294,5.10742467718795,5.5564579142684,5.51241927227128e-05,0.00113658610927424,0.000843582092915377,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","9/656","51/18986",0.176470588235294,5.10742467718795,5.5564579142684,5.51241927227128e-05,0.00113658610927424,0.000843582092915377,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","9/656","51/18986",0.176470588235294,5.10742467718795,5.5564579142684,5.51241927227128e-05,0.00113658610927424,0.000843582092915377,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","9/656","51/18986",0.176470588235294,5.10742467718795,5.5564579142684,5.51241927227128e-05,0.00113658610927424,0.000843582092915377,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0016072","rRNA metabolic process","23/656","268/18986",0.0858208955223881,2.48383463778668,4.62806199907957,6.08201530071696e-05,0.00124873782503328,0.00092682187416211,"RCL1/BYSL/WDR43/NOP58/RPF2/UTP14A/DKC1/DCAF13/RRP9/BOP1/NOP2/RRS1/MYC/BRIX1/RRP1/DDX21/EXOSC5/RPP40/NOLC1/GTF3A/LYAR/POLR1D/ANG",23
"BP","GO:0043588","skin development","26/656","324/18986",0.0802469135802469,2.32251204456489,4.54222911258953,6.41822012909786e-05,0.00131222937597438,0.000973945743606138,"CLDN1/ETV4/MET/GRHL1/ADAMTS2/KRT80/INHBA/SHH/SNAI1/CDH3/FOXQ1/KRT7/ERRFI1/COL1A1/KRT17/EREG/MSX2/ITGA2/SOX9/COL5A1/LGR5/CSTA/COMP/COL5A2/COL1A2/FERMT1",26
"BP","GO:0051180","vitamin transport","9/656","52/18986",0.173076923076923,5.00920497185741,5.47664680411011,6.46426892008336e-05,0.00131611433326886,0.000976829185853601,"APOA1/GC/SLC25A32/SLC5A6/SLC19A2/STRA6/TTPA/SLC2A1/SLC2A3",9
"BP","GO:0006575","cellular modified amino acid metabolic process","18/656","183/18986",0.0983606557377049,2.84676129548181,4.74896232055295,6.72013458437853e-05,0.00135672538951194,0.00100697099344873,"ALDH4A1/HPN/MTHFD1L/SLC25A32/GATM/SHMT2/GAMT/GLO1/GSTO1/MTHFD1/CTSB/FOLH1/DPEP1/VNN1/GSTA1/GGH/ALDH1L1/CKMT2",18
"BP","GO:0071692","protein localization to extracellular region","29/656","382/18986",0.0759162303664921,2.19717309411314,4.47158459910948,6.74389231017641e-05,0.00135672538951194,0.00100697099344873,"FGG/FGB/FGA/RBP4/SAA1/NR0B2/INHBB/VSNL1/RHBDF2/COMT/KLF7/APOE/PDX1/TREM2/TMEM132A/IL1RN/SYT7/SLC9B2/F2R/SOX4/KCNJ8/LTBP2/ANO1/COMP/ANG/OLFM2/ABAT/IL1B/FAM3B",29
"BP","GO:0046683","response to organophosphorus","15/656","135/18986",0.111111111111111,3.21578590785908,4.8876879553748,6.75996958071023e-05,0.00135672538951194,0.00100697099344873,"AQP9/CPS1/INHBB/STC1/RFC3/AKR1C1/CYP1B1/ERRFI1/FBP1/FOSL1/COL1A1/KCNJ8/GPD1/AREG/IL1B",15
"BP","GO:0007143","female meiotic nuclear division","8/656","41/18986",0.195121951219512,5.64723378941106,5.63527523764731,6.77526242604604e-05,0.00135672538951194,0.00100697099344873,"DCAF13/TRIP13/SKA3/CDC25B/EREG/AURKA/PLK1/TOP2A",8
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","17/656","167/18986",0.101796407185629,2.94619906528407,4.77884794298447,6.92882282176934e-05,0.0013817890102758,0.00102557338660443,"RAE1/UHRF1/TPX2/MZT1/CENPH/MYBL2/SPC25/NUF2/CDK1/AURKA/MAD2L1/SAPCD2/BIRC5/NEK2/KIFC1/PLK1/CCNB1",17
"BP","GO:0010038","response to metal ion","27/656","345/18986",0.0782608695652174,2.26503181336161,4.4859288352745,7.15849885676303e-05,0.00142176552804118,0.00105524423534066,"CLDN1/FGG/FGB/FGA/TF/HAMP/TFR2/CPS1/KHK/TNFRSF11B/INHBB/SLC11A1/SHH/PDX1/CPNE7/ECT2/FBP1/BNIP3/CPNE1/DPEP1/OTC/CDK1/S100A8/LOXL2/ABAT/MAOB/MT1A",27
"BP","GO:0032372","negative regulation of sterol transport","7/656","31/18986",0.225806451612903,6.53530684500393,5.8349433118464,7.25755734832765e-05,0.00142246005583682,0.00105575971868738,"APOA2/APOC2/APOC3/APOC1/SHH/APOE/PCSK9",7
"BP","GO:0032375","negative regulation of cholesterol transport","7/656","31/18986",0.225806451612903,6.53530684500393,5.8349433118464,7.25755734832765e-05,0.00142246005583682,0.00105575971868738,"APOA2/APOC2/APOC3/APOC1/SHH/APOE/PCSK9",7
"BP","GO:0050820","positive regulation of coagulation","7/656","31/18986",0.225806451612903,6.53530684500393,5.8349433118464,7.25755734832765e-05,0.00142246005583682,0.00105575971868738,"VTN/APOH/SERPINF2/F12/HRG/SERPINE1/F2R",7
"BP","GO:0051306","mitotic sister chromatid separation","10/656","65/18986",0.153846153846154,4.45262664165103,5.27485153764098,7.29025132360803e-05,0.00142246005583682,0.00105575971868738,"TRIP13/UBE2C/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",10
"BP","GO:0032890","regulation of organic acid transport","11/656","78/18986",0.141025641025641,4.08157442151345,5.15909058101864,7.30815893874241e-05,0.00142246005583682,0.00105575971868738,"ACSL1/CLDN2/SLC7A5/MIF/CES1/RGS4/SLC43A1/CYP4F2/ABAT/FABP3/IL1B",11
"BP","GO:0097193","intrinsic apoptotic signaling pathway","26/656","327/18986",0.0795107033639144,2.30120459461475,4.49005095978838,7.47424611712905e-05,0.00143475427735194,0.00106488457516051,"CEBPB/TRIB3/GRINA/TRAP1/SNAI1/MYC/E2F1/PMAIP1/MIF/PDX1/CYP1B1/TREM2/BOK/BNIP3/PLAGL2/VNN1/DDIT4/MMP9/S100A8/IER3/MELK/S100A9/BCL2A1/PYCR1/CLU/IFI6",26
"BP","GO:0034116","positive regulation of heterotypic cell-cell adhesion","5/656","14/18986",0.357142857142857,10.3364547038328,6.61097389649208,7.48926400426207e-05,0.00143475427735194,0.00106488457516051,"FGG/FGB/FGA/IL1B/BMP7",5
"BP","GO:0051004","regulation of lipoprotein lipase activity","5/656","14/18986",0.357142857142857,10.3364547038328,6.61097389649208,7.48926400426207e-05,0.00143475427735194,0.00106488457516051,"APOC2/APOC3/APOH/APOC1/ANGPTL4",5
"BP","GO:1904478","regulation of intestinal absorption","5/656","14/18986",0.357142857142857,10.3364547038328,6.61097389649208,7.48926400426207e-05,0.00143475427735194,0.00106488457516051,"APOA2/APOA1/HAMP/CLDN2/PRAP1",5
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","9/656","53/18986",0.169811320754717,4.91469167050161,5.39885628703814,7.55074235711343e-05,0.0014352309495982,0.00106523836460757,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:1905819","negative regulation of chromosome separation","9/656","53/18986",0.169811320754717,4.91469167050161,5.39885628703814,7.55074235711343e-05,0.0014352309495982,0.00106523836460757,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0019319","hexose biosynthetic process","12/656","92/18986",0.130434782608696,3.77505302226935,5.04753375114627,7.59223046566348e-05,0.00143750169050267,0.00106692372425523,"RBP4/NNMT/SORD/MST1/ALDOB/ENO3/FBP1/SDS/LEPR/GPD1/PC/SIK1",12
"BP","GO:0015802","basic amino acid transport","6/656","22/18986",0.272727272727273,7.89329268292683,6.11996690573578,7.725771547841e-05,0.00145711644774397,0.00108148193311475,"SLC11A1/SLC7A5/SLC25A15/SLC38A4/SLC7A1/SLC7A2",6
"BP","GO:0042886","amide transport","26/656","328/18986",0.0792682926829268,2.29418872694825,4.47278453868559,7.85941334795577e-05,0.00147659866220667,0.00109594176780476,"FGG/FGB/FGA/AQP9/TFR2/RBP4/NR0B2/SLC25A32/SLC5A6/INHBB/MMP7/SLC19A2/VSNL1/KLF7/GLTPD2/SLC13A3/PDX1/IL1RN/SYT7/SLC9B2/SOX4/S100A8/ANO1/ABAT/IL1B/FAM3B",26
"BP","GO:2001235","positive regulation of apoptotic signaling pathway","16/656","153/18986",0.104575163398693,3.02662203092619,4.76140046039918,8.15236999012123e-05,0.00152574739892038,0.00113242030105692,"AGT/TNFRSF12A/G0S2/INHBB/EEF1E1/INHBA/MYC/PMAIP1/CTSH/BOK/TPD52L1/PLAGL2/VNN1/S100A8/S100A9/CLU",16
"BP","GO:0090303","positive regulation of wound healing","10/656","66/18986",0.151515151515152,4.38516260162602,5.21155018199703,8.32990105820927e-05,0.00155299994441557,0.00115264732932914,"CLDN1/VTN/APOH/SERPINF2/F12/HRG/SERPINE1/TMEM97/F2R/FERMT1",10
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","9/656","54/18986",0.166666666666667,4.82367886178862,5.32299465555869,8.78663785208714e-05,0.00161342565238702,0.00119749570885843,"ECT2/SKA3/SPC25/NUF2/CDK1/KIF2C/BIRC5/NEK2/CCNB1",9
"BP","GO:0042304","regulation of fatty acid biosynthetic process","9/656","54/18986",0.166666666666667,4.82367886178862,5.32299465555869,8.78663785208714e-05,0.00161342565238702,0.00119749570885843,"APOC2/APOC3/APOC1/RGN/MLXIPL/TRIB3/INSIG1/ELOVL5/IL1B",9
"BP","GO:0048146","positive regulation of fibroblast proliferation","9/656","54/18986",0.166666666666667,4.82367886178862,5.32299465555869,8.78663785208714e-05,0.00161342565238702,0.00119749570885843,"AGT/FN1/MYC/E2F1/MIF/CDC6/SPHK1/EREG/CCNB1",9
"BP","GO:0051985","negative regulation of chromosome segregation","9/656","54/18986",0.166666666666667,4.82367886178862,5.32299465555869,8.78663785208714e-05,0.00161342565238702,0.00119749570885843,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/PRAP1",9
"BP","GO:0051222","positive regulation of protein transport","22/656","257/18986",0.0856031128404669,2.4775315554712,4.51151098970864,9.06717690746019e-05,0.00165867980570306,0.00123108365530257,"FGG/FGB/FGA/RBP4/NR0B2/VSNL1/TMEM97/SHH/IPO5/APOE/PDX1/TREM2/ECT2/TMEM132A/SOX4/SEC16B/CDK1/ANO1/ANG/ABAT/SLC35D3/IL1B",22
"BP","GO:0051784","negative regulation of nuclear division","10/656","67/18986",0.149253731343284,4.31971241354205,5.14949645048197,9.49260358269538e-05,0.00173000033832943,0.00128401824925006,"TRIP13/SKA3/SPC25/NUF2/MAD2L1/BIRC5/PLK1/CCNB1/BMP7/PRAP1",10
"BP","GO:0016042","lipid catabolic process","27/656","351/18986",0.0769230769230769,2.22631332082552,4.3869864543808,9.56382421020311e-05,0.00173647644055404,0.00128882485723515,"APOA2/APOC2/APOC3/APOC1/SPP1/HSD11B1/CPS1/LIPC/CYP4F3/HSD17B6/CYP3A4/CYP39A1/APOE/AIG1/CYP1B1/ABHD2/CES1/LIPG/CYP4F2/DPEP1/SPHK1/LDLR/CYP27A1/CEL/PLA2G12B/IL1B/CYP2W1",27
"BP","GO:0006690","icosanoid metabolic process","14/656","124/18986",0.112903225806452,3.26765342250197,4.7925829681985,9.8514749786472e-05,0.00178058234847804,0.00132156056798584,"CYP2E1/CYP2C9/CYP2D6/CYP4F3/COMT/CYP2B6/AKR1C1/MIF/CYP1B1/CYP4F2/DPEP1/FADS1/GSTA1/IL1B",14
"BP","GO:0048144","fibroblast proliferation","13/656","109/18986",0.119266055045872,3.45180689192213,4.85633916945303,9.87992671781897e-05,0.00178058234847804,0.00132156056798584,"AGT/FN1/MYC/E2F1/MIF/CKS1B/CDC6/CKS2/KCNJ8/SPHK1/EREG/CDK1/CCNB1",13
"BP","GO:0007565","female pregnancy","18/656","189/18986",0.0952380952380952,2.75638792102207,4.590743849555,0.000101984573881055,0.00183120640776831,0.00135913409588619,"AMBP/SPP1/TIMP1/TEAD4/DCAF13/VEGFA/STC2/STC1/ERRFI1/FOSL1/CTSB/CBS/IGFBP2/MMP9/ITGA2/IGFBP7/SLC2A1/IL1B",18
"BP","GO:0051055","negative regulation of lipid biosynthetic process","10/656","68/18986",0.147058823529412,4.25618723098996,5.08864556779459,0.000107898638049548,0.00193027489981287,0.00143266341775541,"APOC3/APOC1/TRIB3/PROX1/INSIG1/SNAI1/APOE/CCDC3/SPHK1/SIK1",10
"BP","GO:0038065","collagen-activated signaling pathway","5/656","15/18986",0.333333333333333,9.64735772357723,6.3381123122028,0.000109151767675236,0.00193843978652444,0.00143872345329902,"COL4A1/OSCAR/COL4A2/COL1A1/ITGA2",5
"BP","GO:1903826","L-arginine transmembrane transport","5/656","15/18986",0.333333333333333,9.64735772357723,6.3381123122028,0.000109151767675236,0.00193843978652444,0.00143872345329902,"SLC11A1/SLC25A15/SLC38A4/SLC7A1/SLC7A2",5
"BP","GO:0042558","pteridine-containing compound metabolic process","7/656","33/18986",0.212121212121212,6.13922764227642,5.58974288446611,0.000111036929130914,0.0019647479896401,0.00145824958410782,"MTHFD1L/SLC25A32/SHMT2/MTHFD1/FOLH1/GGH/ALDH1L1",7
"BP","GO:0019432","triglyceride biosynthetic process","8/656","44/18986",0.181818181818182,5.26219512195122,5.3545470341616,0.000114714239312538,0.00201516060828451,0.00149566617929439,"DGAT2/RGN/ACSL1/C3/GPAM/AGMO/LDLR/SIK1",8
"BP","GO:0050892","intestinal absorption","8/656","44/18986",0.181818181818182,5.26219512195122,5.3545470341616,0.000114714239312538,0.00201516060828451,0.00149566617929439,"APOA2/APOA1/HAMP/CLDN2/AKR1C1/LDLR/CEL/PRAP1",8
"BP","GO:0042063","gliogenesis","27/656","355/18986",0.076056338028169,2.20122810030917,4.32212740542709,0.000115466051275048,0.00202107124282152,0.00150005309324002,"VTN/CDH2/SLC7A5/SHH/LRP8/DUSP10/TREM2/BOK/ASCL2/BNIP3/SOX4/LEPR/C5AR1/CDK1/S100A8/LDLR/CCL3/PHGDH/SOX9/VCAN/S100A9/ANO1/AREG/SERPINE2/EGR2/CLU/IL1B",27
"BP","GO:0016064","immunoglobulin mediated immune response","19/656","209/18986",0.0909090909090909,2.63109756097561,4.48555272767093,0.000122934818612345,0.00213643152631312,0.00158567429571036,"HPX/FCGR3A/CFI/C5/C4BPA/HSPD1/C4BPB/C2/FCGR1A/C8G/C4B/C3/TREM2/C4A/SERPING1/FCGR3B/C1R/CLU/C1S",19
"BP","GO:0051216","cartilage development","19/656","209/18986",0.0909090909090909,2.63109756097561,4.48555272767093,0.000122934818612345,0.00213643152631312,0.00158567429571036,"BGN/TIMP1/CHI3L1/TGFBI/SNAI1/STC1/ERRFI1/COL1A1/CBS/MSX2/SOX9/SULF1/LOXL2/COMP/HYAL1/COL11A1/AXIN2/WNT11/BMP7",19
"BP","GO:0019915","lipid storage","12/656","97/18986",0.123711340206186,3.58046266029671,4.82008781934136,0.00012752481316889,0.0022083122451239,0.00163902466372901,"APOA1/CRP/DGAT2/PLIN2/HILPDA/C3/APOE/SQLE/MSR1/TREM2/CES1/IL1B",12
"BP","GO:0022600","digestive system process","13/656","112/18986",0.116071428571429,3.35934777874564,4.73745378704937,0.000130626509389282,0.0022508087070883,0.00167056583252644,"APOA2/APOA1/HAMP/RBP4/SERPINA3/SNX10/CLDN2/COMT/AKR1C1/LDLR/SOX9/CEL/PRAP1",13
"BP","GO:0044703","multi-organism reproductive process","19/656","210/18986",0.0904761904761905,2.61856852497096,4.46185227912805,0.000130904000021782,0.0022508087070883,0.00167056583252644,"AMBP/SPP1/TIMP1/TEAD4/DCAF13/VEGFA/STC2/STC1/ERRFI1/FOSL1/CTSB/CBS/IGFBP2/MMP9/ITGA2/IGFBP7/SLC2A1/SERPINE2/IL1B",19
"BP","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","6/656","24/18986",0.25,7.23551829268293,5.78245278439957,0.000131385321419554,0.00225113019023785,0.00167080443954962,"SERPINF2/AGT/ENPEP/COMT/F2R/AGTR1",6
"BP","GO:0006109","regulation of carbohydrate metabolic process","18/656","193/18986",0.0932642487046632,2.69926071022368,4.48865887432254,0.000133195523505423,0.00227142492258442,0.00168586733064814,"RGN/MLXIPL/KHK/NNMT/MST1/ALDOB/PMAIP1/GRB10/UGT1A6/FBP1/UGT1A1/LEPR/DDIT4/IGF2/IER3/GPD1/PHLDA2/SIK1",18
"BP","GO:0032102","negative regulation of response to external stimulus","31/656","437/18986",0.0709382151029748,2.0530990121114,4.21333180009835,0.000133503396600728,0.00227142492258442,0.00168586733064814,"APOA1/FGG/VTN/FGB/FGA/APOH/SERPINF2/F12/SPP1/HRG/HAMP/SAA1/PROC/KNG1/C5/SERPINE1/FNDC4/RHBDF2/APOE/DUSP10/MIF/FAP/TREM2/LYAR/SERPING1/LDLR/IER3/TNFAIP6/SERPINE2/TFPI/PROS1",31
"BP","GO:0030574","collagen catabolic process","8/656","45/18986",0.177777777777778,5.14525745257453,5.26662385061403,0.000135341081429571,0.00228470633035335,0.00169572488360533,"ADAMTS2/MMP7/FAP/CTSB/MMP9/TMPRSS6/KLK6/MMP11",8
"BP","GO:0043277","apoptotic cell clearance","8/656","45/18986",0.177777777777778,5.14525745257453,5.26662385061403,0.000135341081429571,0.00228470633035335,0.00169572488360533,"FCN3/MARCO/C2/C4B/C3/TREM2/C4A/TGM2",8
"BP","GO:0009112","nucleobase metabolic process","7/656","34/18986",0.205882352941176,5.95866212338594,5.47460058724942,0.000135692587232248,0.00228470633035335,0.00169572488360533,"TTR/CPS1/CTPS1/DHODH/HPRT1/PAICS/PPAT",7
