"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","direction"
"COLEC11",3.27252752572782,1.81807726272048,11.466583789783,4.02932611510363e-16,5.38398555500147e-12,26.304435130116,"COLEC11","Up"
"APOC3",7.47886687510132,3.64855836698051,11.0751144001364,1.52420224477969e-15,8.18192181059945e-12,25.0266758454024,"APOC3","Up"
"APOA2",7.38233857333228,4.2359423202814,10.8686790158967,3.0979921017619e-15,8.18192181059945e-12,24.344511606276,"APOA2","Up"
"APOA1",7.46913579609645,3.93099193753315,10.7657832961801,4.42046122477563e-15,8.18192181059945e-12,24.0023712180199,"APOA1","Up"
"ORM2",6.09948528516864,2.71313401480376,10.745125244025,4.74822157178592e-15,8.18192181059945e-12,23.9335120179675,"ORM2","Up"
"ORM1",7.52269137837929,4.03314377982741,10.7238001640091,5.11235468494474e-15,8.18192181059945e-12,23.8623704706913,"ORM1","Up"
"FGL1",6.45948276588199,2.68470013757752,10.7059633419431,5.43851372385137e-15,8.18192181059945e-12,23.802820011753,"FGL1","Up"
"APOH",6.80355469114038,3.36252444433949,10.7050657397525,5.45547171924211e-15,8.18192181059945e-12,23.7998221505922,"APOH","Up"
"CYP2E1",6.58489589749802,3.04661827981746,10.7021488606624,5.51094868248728e-15,8.18192181059945e-12,23.7900794673205,"CYP2E1","Up"
"HP",7.79261527551258,4.92453796797518,10.6306488435694,7.06439978419755e-15,9.15267170535946e-12,23.5509135362902,"HP","Up"
"FGG",7.351470903485,3.89049196109384,10.6031499343635,7.77365280345826e-15,9.15267170535946e-12,23.458752634917,"FGG","Up"
"GC",6.14490523067739,2.56065815261022,10.5871241771074,8.21973211078533e-15,9.15267170535946e-12,23.4049979361549,"GC","Up"
"VTN",6.42639658024371,2.84214398177367,10.5432093601013,9.57920806159141e-15,9.8459521629988e-12,23.2575251367874,"VTN","Up"
"FCN3",3.57404543258709,1.73142962252971,10.5069726382146,1.08706324520655e-14,1.03752422017499e-11,23.1356488333381,"FCN3","Up"
"AHSG",6.08417861888689,2.48695202794645,10.4261270919354,1.4422452107693e-14,1.1766070651055e-11,22.863129539823,"AHSG","Up"
"CRP",6.07230637370466,2.96425815726924,10.4224935269079,1.46071493231838e-14,1.1766070651055e-11,22.8508616402724,"CRP","Up"
"HPX",6.32827652702825,2.84904304583593,10.4035888418218,1.56073400262624e-14,1.1766070651055e-11,22.7870071338845,"HPX","Up"
"FGB",6.97437782693055,3.40019763613073,10.3991846444186,1.58501176260282e-14,1.1766070651055e-11,22.7721245014244,"FGB","Up"
"FGA",7.05363636616211,3.59567730680718,10.3366845252979,1.97364948164068e-14,1.38799496703594e-11,22.5606590344303,"FGA","Up"
"AMBP",6.43113189730505,3.11633796155868,10.2584350541499,2.59887579842908e-14,1.73630892093047e-11,22.2952112165428,"AMBP","Up"
"SERPINC1",5.75608201210042,2.27131770054727,10.1080619182303,4.41897561872538e-14,2.81173105797183e-11,21.7829519253269,"SERPINC1","Up"
"A1BG",5.36613122729984,2.5602288233263,10.0554383096992,5.32430631818864e-14,3.23379004652894e-11,21.603026950905,"A1BG","Up"
"TF",5.96950084104852,2.63168955050538,9.99859462853607,6.51399955076888e-14,3.78435052162495e-11,21.4082945642318,"TF","Up"
"AGXT",4.85782358985186,2.09949125048829,9.9108641130847,8.89877626022464e-14,4.95439368288007e-11,21.1069875160943,"AGXT","Up"
"APOC2",5.27863104589063,3.79745089933547,9.88000461820584,9.93286773820131e-14,5.30891914871384e-11,21.0007833822236,"APOC2","Up"
"ITIH4",5.24435347974652,2.4549226707961,9.84744958578574,1.11555627827332e-13,5.73310115011079e-11,20.8886218148082,"ITIH4","Up"
"CFHR1",5.28239397984482,2.30663521053508,9.7606552414196,1.52107882028068e-13,7.5276500728113e-11,20.5889822793846,"CFHR1","Up"
"HRG",5.82415470365669,2.42308110979887,9.65592730760992,2.21362340386295e-13,1.05637271151488e-10,20.2262698687115,"HRG","Up"
"FMO3",3.93848981733781,1.86141718385973,9.52065632375428,3.60015955960723e-13,1.6588045529473e-10,19.7559359531701,"FMO3","Up"
"TTR",5.58733917213907,3.05778904643626,9.39767760511078,5.61118529311472e-13,2.4992219295533e-10,19.326588391658,"TTR","Up"
"SERPINF2",4.23893065547478,2.5286069705738,9.22631807925401,1.04399738613999e-12,4.49996550761374e-10,18.7256400827605,"SERPINF2","Up"
"APOC1",4.6267636823593,6.7810717626502,9.1866331131223,1.20592995293218e-12,5.03551125971243e-10,18.5860328866787,"APOC1","Up"
"KNG1",4.84411614596652,2.58933121028157,9.1772492086387,1.24778373000059e-12,5.05238975765695e-10,18.5529979905756,"KNG1","Up"
"GATM",3.77676283322178,3.69389567816063,9.12714038059153,1.49734631962677e-12,5.88457103613322e-10,18.3764459951754,"GATM","Up"
"ASGR1",3.78348394676065,2.01985757833975,9.06905813384056,1.85025557197496e-12,7.06374712935124e-10,18.1714883380119,"ASGR1","Up"
"SERPINA3",5.4153909211123,3.97160646290892,9.04190796213854,2.04286778679875e-12,7.58244426866802e-10,18.0755687956845,"SERPINA3","Up"
"LIPC",3.13928165894423,1.55195292029245,8.95077204777078,2.8498310657921e-12,1.02917412705714e-09,17.7530741630243,"LIPC","Up"
"RBP4",5.28434241981039,3.90603020362141,8.93667203162322,3.00065514001659e-12,1.05512510476057e-09,17.7031094182113,"RBP4","Up"
"C8G",3.31769130195148,1.96881234982648,8.83362240683656,4.37653858339853e-12,1.49946945003516e-09,17.3373857776181,"C8G","Up"
"HAMP",5.22000295155306,2.57224149472267,8.81587011314869,4.67097891705497e-12,1.56034050724221e-09,17.2742854292053,"HAMP","Up"
"CYP2D6",3.5928415540813,2.51745149212341,8.69640715436096,7.24421373139441e-12,2.36090692387542e-09,16.8489347581317,"CYP2D6","Up"
"FOXF1-AS1",-1.91602254018944,1.95183350833738,-8.61725770320111,9.69471045233748e-12,3.08430288247937e-09,16.5664511233302,"FOXF1-AS1","Down"
"WNT5A",-1.46641453978335,1.53154447877397,-8.54269968158199,1.27623131045183e-11,3.90718872694607e-09,16.2998858174393,"WNT5A","Down"
"PAH",3.99964462301922,1.78313974116669,8.54050564343705,1.28660607682702e-11,3.90718872694607e-09,16.292034822435,"PAH","Up"
"CCL11",-2.64329862414976,2.8369223560912,-8.36151840417201,2.49344914069038e-11,7.4038816484233e-09,15.650324579224,"CCL11","Down"
"CYP2C9",4.18333951974359,1.89258045904863,8.31784565107582,2.93130332790013e-11,8.51479892769599e-09,15.4933932086027,"CYP2C9","Up"
"PCDH18",-1.38784414108458,1.92926565724054,-8.30201443119465,3.1084460583963e-11,8.83724600687051e-09,15.4364734462427,"PCDH18","Down"
"CYP3A4",4.33429995327513,2.26113518652692,8.21140719095268,4.35032893746791e-11,1.21102281796763e-08,15.1103794715049,"CYP3A4","Up"
"CP",4.12599410412054,2.89118239171994,8.16470917451186,5.17420775045296e-11,1.41097477472556e-08,14.9421066272231,"CP","Up"
"PROC",2.87965989347027,1.82022881083769,8.10897504150996,6.3652203263773e-11,1.6818925133477e-08,14.7410969431638,"PROC","Up"
"SERPINA1",4.06297290383519,6.64517016199662,8.10669421291601,6.41943707384617e-11,1.6818925133477e-08,14.7328669868473,"SERPINA1","Up"
"SAA2",5.24292686255702,2.90451447327158,8.09274696399626,6.76120827431093e-11,1.73737048002582e-08,14.6825342262989,"SAA2","Up"
"APOM",3.26924996340783,2.67310032573831,8.03477488660008,8.38899131828888e-11,2.11497550933917e-08,14.4732051421797,"APOM","Up"
"GAMT",3.12203692873768,2.51205825180505,8.02800312072687,8.60316687007388e-11,2.12880584662828e-08,14.4487409418061,"GAMT","Up"
"F12",2.58117497388571,2.36971059747146,7.99725056503596,9.64699950327397e-11,2.34369467932267e-08,14.3376104819341,"F12","Up"
"TFR2",3.58830748103185,1.98499186112602,7.97506257359714,1.04782421724397e-10,2.50018342693106e-08,14.25739840307,"TFR2","Up"
"HSD11B1",3.48157686979782,2.46641149820317,7.95537705762264,1.1275740029326e-10,2.64327084687463e-08,14.1862115670242,"HSD11B1","Up"
"SERPINA10",3.23605648422189,1.58088588391648,7.88360982969856,1.47351098890575e-10,3.3946644540963e-08,13.9265222447989,"SERPINA10","Up"
"OIT3",2.14503981524097,1.18922752485012,7.86235533160902,1.59510584174219e-10,3.61250919616257e-08,13.8495654590075,"OIT3","Up"
"AOX1",3.64379189013566,2.27585728160991,7.79201972287664,2.07399280249497e-10,4.61878197115629e-08,13.5947542408959,"AOX1","Up"
"APOE",2.96912441044554,7.48916956863463,7.77321422222654,2.22488327250335e-10,4.87358857167046e-08,13.5265898554841,"APOE","Up"
"SAA1",5.47449557096437,4.61316179866162,7.76715657424802,2.27579551583514e-10,4.90470640041761e-08,13.5046295750157,"SAA1","Up"
"AKR1C1",3.03051356600345,2.65065772488903,7.70809467881131,2.83771615505397e-10,6.01866083552875e-08,13.2904415547085,"AKR1C1","Up"
"SERPINA6",3.24538649377936,2.23832137924824,7.69620019991659,2.96671739887724e-10,6.19394966934339e-08,13.2472901972947,"SERPINA6","Up"
"CTSK",-1.97609538223129,4.29870272760306,-7.6696165796517,3.27668642522023e-10,6.73585907904503e-08,13.1508304517762,"CTSK","Down"
"SLC27A5",3.16945031900988,1.96621792795105,7.64341285035518,3.61399209184971e-10,7.31669126231755e-08,13.0557251478682,"SLC27A5","Up"
"LEAP2",3.44792960628298,2.41012691709218,7.63238209298581,3.76619716708223e-10,7.45625988956334e-08,13.0156826279382,"LEAP2","Up"
"F10",2.31305297704973,2.42464687332674,7.63037784489941,3.79453429494318e-10,7.45625988956334e-08,13.0084066231733,"F10","Up"
"CPS1",3.87061928298718,1.85687579280574,7.58172328673207,4.55201008910939e-10,8.70622918373943e-08,12.8317377738462,"CPS1","Up"
"RGN",2.85553877264885,1.67411540657258,7.58119806504498,4.56096424832929e-10,8.70622918373943e-08,12.8298302581261,"RGN","Up"
"MMP2",-2.21754509683703,4.95634324806064,-7.56498866307858,4.84615883517077e-10,9.12033441627491e-08,12.7709565504675,"MMP2","Down"
"CREB3L3",3.10250194065864,1.63464857068914,7.55235834368056,5.08071374499745e-10,9.42895792509109e-08,12.7250771754731,"CREB3L3","Up"
"PON3",3.21377766991201,2.23751192235747,7.50641377576278,6.03407646807832e-10,1.1044839694036e-07,12.5581485621913,"PON3","Up"
"C4BPA",4.12339512938366,2.7570433441795,7.44009289572402,7.73499623896519e-10,1.37981255845318e-07,12.3170981615966,"C4BPA","Up"
"C5",2.95610451292309,1.72356981718594,7.43975488021946,7.74479433348214e-10,1.37981255845318e-07,12.3158693651933,"C5","Up"
"FBLN1",-2.57364116167266,4.56883379924658,-7.41441379087235,8.51589150834141e-10,1.49722818861129e-07,12.2237399148955,"FBLN1","Down"
"ATF5",1.91601776037629,4.43530833174081,7.38480763501032,9.51469560670682e-10,1.65110860645216e-07,12.1160896525098,"ATF5","Up"
"VWF",-1.94144981233162,2.74110239148084,-7.34814102525015,1.09157937865577e-09,1.86995944328185e-07,11.9827473955521,"VWF","Down"
"SLC38A4",2.78259180333331,2.06017631773817,7.27016258598414,1.46205242220895e-09,2.47290436272861e-07,11.6991126498161,"SLC38A4","Up"
"FOXF1",-1.64550122192622,2.69853412852388,-7.2237673898226,1.7397380500546e-09,2.9057974781037e-07,11.5303310717998,"FOXF1","Down"
"TM4SF4",3.44894591585101,1.9349454167333,7.09598988841896,2.80869385534924e-09,4.63330460434278e-07,11.065455336209,"TM4SF4","Up"
"NKX2-3",-1.81657838144499,1.8112695165504,-7.07294246451358,3.0621490972748e-09,4.98980929729095e-07,10.9816084352402,"NKX2-3","Down"
"HPN",3.21173225029507,1.81047014660773,7.05883952323727,3.22839059035092e-09,5.19731988774326e-07,10.9303033257537,"HPN","Up"
"UGT1A1",2.84884866182291,1.4480426180901,7.0149629509365,3.80552990397207e-09,6.05351078296128e-07,10.7706952204523,"UGT1A1","Up"
"PLIN2",1.9961685422997,5.11079390092894,6.97887116717725,4.35679095011684e-09,6.84887537358367e-07,10.639421059609,"PLIN2","Up"
"TRPA1",-1.29580650151454,1.21651961353064,-6.96967583652034,4.50956272295259e-09,7.00660198884797e-07,10.6059782483525,"TRPA1","Down"
"AQP9",2.84687327610744,1.88596085794004,6.94627676568,4.92289478520394e-09,7.56088737010289e-07,10.5208830768418,"AQP9","Up"
"MARCO",2.56501041674676,1.8365358446233,6.93581599442616,5.11972244295373e-09,7.77383310031224e-07,10.4828433487317,"MARCO","Up"
"D4S234E",-0.981770888510096,1.13665552100121,-6.88127683993974,6.28063118550761e-09,9.42941504502839e-07,10.284549092555,"D4S234E","NS"
"TSPAN11",-1.21926805379326,1.32838627926698,-6.81919692918852,7.9251104123111e-09,1.17661472588112e-06,10.0589178872072,"TSPAN11","Down"
"CDH2",1.74983476656859,1.20697442240541,6.79044629114539,8.82612303579592e-09,1.29598523081654e-06,9.95445700658367,"CDH2","Up"
"AGT",2.91637293750078,3.08349943734478,6.70746590098806,1.20418140627338e-08,1.7489426033288e-06,9.65310524314926,"AGT","Up"
"VIP",-2.782916472303,2.64725339223339,-6.68804272685072,1.29497279263298e-08,1.86058348980235e-06,9.58260277498338,"VIP","Down"
"COL12A1",-1.88101756772024,2.77066719266656,-6.62749839155111,1.62416204365943e-08,2.30872906674227e-06,9.36293460999083,"COL12A1","Down"
"FAH",1.36597848286859,3.14927156260886,6.61063592504185,1.7298814209744e-08,2.43312374179578e-06,9.30178176908775,"FAH","Up"
"MST1",2.44693666074687,2.43517518814503,6.56639622674807,2.04100833257172e-08,2.84082847289826e-06,9.14140641302742,"MST1","Up"
"ALB",6.07346060078036,4.87494045083227,6.56071451734478,2.08481339932711e-08,2.87188418987721e-06,9.12081627261098,"ALB","Up"
"CES1",3.45626741463741,3.62671492776685,6.54553545051926,2.20649291103895e-08,3.00848553850026e-06,9.06581634254507,"CES1","Up"
"HPS3",1.53375920103853,3.23286867356187,6.52779546827551,2.35770049011648e-08,3.18218120696328e-06,9.00155229799069,"HPS3","Up"
"CBS",2.19561638388476,2.10525334067031,6.45733904827411,3.06727507865322e-08,4.09849296009643e-06,8.74649124062968,"CBS","Up"
"SLCO2A1",-1.58873586623007,2.71835118794344,-6.40455869430884,3.73489387097304e-08,4.94115365385562e-06,8.55561366797935,"SLCO2A1","Down"
"SPARCL1",-2.32075994007165,4.30511384658212,-6.39507425299689,3.86936639297809e-08,5.0688699748013e-06,8.52133253521974,"SPARCL1","Down"
"HSD17B6",3.05228454048188,2.64885404906308,6.38449883191068,4.02499951460485e-08,5.22155762273301e-06,8.48311513992678,"HSD17B6","Up"
"FOXF2",-1.44589167279431,2.05238804065646,-6.37811690322339,4.12191898080736e-08,5.29587321361038e-06,8.46005580218557,"FOXF2","Down"
"GLTPD2",1.58913370148206,1.1971601701411,6.37169555768773,4.2217824205487e-08,5.3725196860354e-06,8.43685683923806,"GLTPD2","Up"
"ALPL",1.75035421838064,1.52703797343272,6.29345316454461,5.65047358435332e-08,7.12279509755935e-06,8.15441913383165,"ALPL","Up"
"AGMO",1.95879250604135,1.16053966055707,6.25901405747244,6.42316852711616e-08,8.02115680928282e-06,8.03024743144418,"AGMO","Up"
"UGT2B7",2.81352755032037,2.61476566257301,6.23522330403135,7.01749033759449e-08,8.68219498990162e-06,7.94452415965194,"UGT2B7","Up"
"CPA3",-1.7319568978078,2.89268866818852,-6.22111692108363,7.39539722394267e-08,9.06580712902036e-06,7.89371781282448,"CPA3","Down"
"TDO2",2.49761632335066,2.068790432903,6.18260397456464,8.53338838702307e-08,1.03657396024911e-05,7.75509363738112,"TDO2","Up"
"OTC",2.25911399693943,1.99209018625027,6.15168905198624,9.57155514137857e-08,1.15220828647838e-05,7.64391244695452,"OTC","Up"
"PTH1R",1.15116434845769,0.924744920520214,6.14294364172763,9.8873868758852e-08,1.17960056638909e-05,7.6124765651614,"PTH1R","Up"
"PDPN",-1.65764351819107,2.02982157282137,-6.13745971150292,1.00906965262516e-07,1.19320253967941e-05,7.5927678712705,"PDPN","Down"
"PC",1.64906258885943,2.86614919276339,6.08686444625553,1.21737733078467e-07,1.42689437666182e-05,7.4110681803599,"PC","Up"
"ADH1B",3.74967897783546,5.31932893396996,6.05496359063264,1.37014122840618e-07,1.59198496469246e-05,7.29663368723878,"ADH1B","Up"
"C3",3.03169335449295,5.65444713350854,6.01849421620258,1.56822808992001e-07,1.78346227987864e-05,7.16593886874725,"C3","Up"
"SEC14L2",1.61076769438072,1.54615948703504,6.01806449991752,1.57072410429697e-07,1.78346227987864e-05,7.16439973348002,"SEC14L2","Up"
"PLAT",-1.38638312099091,4.11644311062074,-6.01733372006587,1.57497791517497e-07,1.78346227987864e-05,7.16178230968291,"PLAT","Down"
"ACSL1",1.771997561179,3.46848286081584,6.01143413069388,1.60974060959428e-07,1.80750874163014e-05,7.14065392318131,"ACSL1","Up"
"NR0B2",1.49754593650961,1.41520266777278,6.0054298163091,1.645902778606e-07,1.83271274397778e-05,7.11915431552361,"NR0B2","Up"
"TMPRSS6",2.14072439906312,1.34179154956976,5.98408812020209,1.78109006491207e-07,1.96685334275662e-05,7.04276792257645,"TMPRSS6","Up"
"CYP27A1",1.82479854114498,4.21703898246257,5.97426924179537,1.84693570448368e-07,2.02284876092712e-05,7.0076409252731,"CYP27A1","Up"
"GSTA1",2.72643275018449,3.03191924303591,5.95839602075035,1.95853016610491e-07,2.12763252678811e-05,6.9508773308677,"GSTA1","Up"
"MMP3",-2.31354338047067,1.25602491382525,-5.91930815303975,2.26268596449973e-07,2.43795745197637e-05,6.81121949408291,"MMP3","Down"
"CCDC48",-0.649417696872461,1.04090168179831,-5.91716194751474,2.28068164568961e-07,2.43795745197637e-05,6.80355642653256,"CCDC48","NS"
"ALDH4A1",1.70582403987326,2.99720017988648,5.90989979087262,2.34263386553167e-07,2.48430743739954e-05,6.77763080206622,"ALDH4A1","Up"
"SFRP2",-3.2416898495209,3.43571722029495,-5.89912185136823,2.4376694763731e-07,2.56473539711003e-05,6.73916554974512,"SFRP2","Down"
"AZGP1",2.76913859258876,4.29214265506417,5.86255588709026,2.78950663637867e-07,2.91198341213217e-05,6.60877074005419,"AZGP1","Up"
"ENO3",1.08867476632754,1.30605481699586,5.85121553964653,2.90853098823775e-07,3.01269698176999e-05,6.5683644619649,"ENO3","Up"
"PEMT",1.07126328872855,3.87071782361766,5.84868355917419,2.93578608812258e-07,3.01753643919184e-05,6.55934508341958,"PEMT","Up"
"GOLT1A",1.68879024333328,2.74449758380009,5.84344574172313,2.99297430629404e-07,3.05283379241992e-05,6.54068958947516,"GOLT1A","Up"
"DARC",-1.86184886850977,2.16515466749769,-5.83027025121597,3.14176007351769e-07,3.16305423687898e-05,6.49377798015406,"DARC","Down"
"FAM176A",1.49222986143858,1.48137946788716,5.82969871666224,3.14837758946943e-07,3.16305423687898e-05,6.4917435222419,"FAM176A","Up"
"TCF21",-1.46140799954349,2.7265524340971,-5.7925933148645,3.60892488247363e-07,3.59869061788154e-05,6.35975250677314,"TCF21","Down"
"LAMA4",-1.06213609585901,3.13444037804317,-5.78378285109057,3.72774272625248e-07,3.68963691171746e-05,6.32843868473154,"LAMA4","Down"
"CYP2D7P1",1.10527970138503,1.09579797974804,5.77945051039664,3.78758270834852e-07,3.72130001095242e-05,6.31304465473482,"CYP2D7P1","Up"
"GREM1",-2.02971534130255,3.79862121441655,-5.77071303428418,3.91117970693637e-07,3.81468490832728e-05,6.28200563460743,"GREM1","Down"
"SERPING1",2.17123359749836,5.563525984709,5.7499468480345,4.22120172636662e-07,4.08722445418194e-05,6.20827754693991,"SERPING1","Up"
"WNT2B",-0.900775753294736,1.15358845328579,-5.73000887940828,4.54173368041742e-07,4.36594571494515e-05,6.13754606485958,"WNT2B","NS"
"MMP1",-2.62449526481757,2.07449379272108,-5.70398731460051,4.99658713643874e-07,4.76888552264961e-05,6.04531689026266,"MMP1","Down"
"LRRN4CL",-1.0011310951761,0.982515091296961,-5.68742924932718,5.30921943192941e-07,5.03133262761991e-05,5.98668017450353,"LRRN4CL","Down"
"ADAMTS14",-0.752286607886626,0.972406948472266,-5.67414612709903,5.57395816683518e-07,5.24501612853885e-05,5.93966987452748,"ADAMTS14","NS"
"KHK",1.59485045620736,2.85939721485681,5.67061830768223,5.64643946183356e-07,5.25244843808313e-05,5.92718893852547,"KHK","Up"
"ALDOB",4.0553503009294,4.08602613645934,5.66994038740149,5.66047429339897e-07,5.25244843808313e-05,5.92479076171163,"ALDOB","Up"
"SHMT1",1.24616528887237,3.49394641019556,5.61186049634076,7.00039713491645e-07,6.45098665632783e-05,5.71958749386545,"SHMT1","Up"
"IL1RAP",1.1307988041515,1.83821480877253,5.60201948740303,7.25666483541058e-07,6.64133941991481e-05,5.68486938339186,"IL1RAP","Up"
"HOXD8",-0.997025717639871,1.35295989344507,-5.57748926349127,7.9365683267053e-07,7.21417863819294e-05,5.59839563144975,"HOXD8","NS"
"CHN1",-1.0103845300527,1.43956517683513,-5.57354671996289,8.05157252560931e-07,7.26926433021565e-05,5.58450634995321,"CHN1","Down"
"CLMP",-1.23303416666247,1.30231584595934,-5.56600131396562,8.27628841553415e-07,7.42199770525955e-05,5.55793143004284,"CLMP","Down"
"LPAR1",-1.00226514406919,2.30918203343087,-5.56400328258256,8.33682521645887e-07,7.42644390282156e-05,5.55089590291882,"LPAR1","Down"
"AFAP1L2",-0.832917924782767,1.97949360325875,-5.52850570877117,9.48834620609671e-07,8.39624384144797e-05,5.42600956158499,"AFAP1L2","NS"
"ACVRL1",-1.24480750950016,4.17125964388461,-5.52614685410486,9.57021210300487e-07,8.41297198160205e-05,5.41771809542775,"ACVRL1","Down"
"TPSB2",-1.88255950006245,3.89245563719911,-5.51967870601682,9.79829489790732e-07,8.51733211881539e-05,5.39498707368175,"TPSB2","Down"
"TPSAB1",-1.76673852247514,3.55421269754037,-5.51917129061702,9.81641330861824e-07,8.51733211881539e-05,5.39320415954927,"TPSAB1","Down"
"CXCL14",-2.31711310851734,4.88967895740448,-5.4919425240377,1.08388350341247e-06,9.34377507909511e-05,5.29759381572641,"CXCL14","Down"
"GLT8D2",-0.970344890561242,1.79547130624016,-5.48704184681701,1.10337211854083e-06,9.42131726982584e-05,5.2803991356229,"GLT8D2","NS"
"CFH",2.19017327606037,4.73517636819471,5.48614396468973,1.10698010130419e-06,9.42131726982584e-05,5.27724924402506,"CFH","Up"
"PIPOX",2.47395901444211,1.67065933216797,5.47111302408041,1.16914017372102e-06,9.88737405143051e-05,5.22453937587634,"PIPOX","Up"
"MAOB",2.00642983809119,2.52662739708839,5.45438419175613,1.24238352515822e-06,0.000104407098510466,5.16592173323667,"MAOB","Up"
"FNDC4",1.56040965058397,1.46032411345373,5.44645821319646,1.27865088974897e-06,0.000106783332430161,5.13816640320377,"FNDC4","Up"
"CGNL1",1.03077503733949,1.4263534804867,5.43413633845515,1.33712012022062e-06,0.000110972664884397,5.09503962877053,"CGNL1","Up"
"CYP4F2",1.8490619904395,2.089007506939,5.4256943104754,1.37869575635975e-06,0.000113716868496784,5.0655080832003,"CYP4F2","Up"
"CREB3L1",-1.56513478389931,4.49141740220969,-5.38364392337911,1.60558174729322e-06,0.000131618302498969,4.91860237381191,"CREB3L1","Down"
"DHODH",1.20395547012858,2.25952640113733,5.35704355753784,1.76775207877628e-06,0.000144028678515906,4.82584166663053,"DHODH","Up"
"DKK3",-1.34977911220819,3.79515137776592,-5.35078727326075,1.80818322334856e-06,0.000146429965032627,4.80404419219259,"DKK3","Down"
"LRG1",2.12817588845923,4.12435075716671,5.3429226135905,1.86030540041331e-06,0.000149743378074233,4.77665358490176,"LRG1","Up"
"LCAT",1.77484715968318,2.17559394981844,5.3343268175477,1.91896996455965e-06,0.000153540578840994,4.74673019034067,"LCAT","Up"
"DAO",1.39769411862714,1.1134784761633,5.32227575801644,2.00430122210463e-06,0.000159413529343822,4.70480248584628,"DAO","Up"
"ENPEP",1.05029834318644,1.41040276052902,5.31812705169731,2.03453522929943e-06,0.000160860708484609,4.69037495590208,"ENPEP","Up"
"ADAMTSL2",1.27292707869415,1.66217290263546,5.3126952721853,2.07480088020508e-06,0.00016307934918412,4.67149049764403,"ADAMTSL2","Up"
"CYP1B1",1.43560119337058,1.42588851630341,5.29544377324604,2.20797141088509e-06,0.000172531660773372,4.61155135020463,"CYP1B1","Up"
"CYB5A",1.26627699309173,6.15598278528822,5.27656883697175,2.36334302920927e-06,0.000183598776490083,4.54603938831809,"CYB5A","Up"
"C4BPB",2.30580266548951,2.90050834770986,5.27258837169849,2.39746025074934e-06,0.000185172623528975,4.53223293313063,"C4BPB","Up"
"RGMA",-1.56431255022089,1.70327668161028,-5.24295641090902,2.66717115818683e-06,0.000204820350664899,4.42955398219953,"RGMA","Down"
"LEPR",1.62546855600672,2.03821621531586,5.23570643623035,2.73758924017846e-06,0.00020902667101294,4.40445918698325,"LEPR","Up"
"ECHDC3",1.89411061549058,1.71821617159145,5.22472238195837,2.84778154902358e-06,0.000215732551073644,4.36646013571323,"ECHDC3","Up"
"CFI",2.12800808648522,3.2998468468696,5.22375380279609,2.8577055485732e-06,0.000215732551073644,4.36311056590474,"CFI","Up"
"TTPA",1.42793594197424,1.95140535913211,5.21373811803693,2.96234524538282e-06,0.00022237560207194,4.32848552763974,"TTPA","Up"
"TMEM158",-1.11578290232146,1.66048983565802,-5.19484692932131,3.17009220969629e-06,0.000236641184949508,4.26323465595288,"TMEM158","Down"
"ERRFI1",1.35097983585544,4.3603239214526,5.13098490721572,3.98439303431074e-06,0.000295774776247,4.04322125364526,"ERRFI1","Up"
"ADH6",1.99775243239417,2.88940168868603,5.0924611121589,4.57182082988775e-06,0.000336316455227087,3.91093743322869,"ADH6","Up"
"DCXR",1.31014762437705,5.66972129505871,5.09190655499597,4.58087074175496e-06,0.000336316455227087,3.90903563321402,"DCXR","Up"
"CAV1",-1.46844564148646,3.96138700507093,-5.08921411045215,4.62506037249068e-06,0.000337705227853664,3.89980315318375,"CAV1","Down"
"LOC100293534",1.66590133962946,1.80429791840175,5.06165131074747,5.10226037546894e-06,0.000370523930092478,3.80538520022959,"LOC100293534","Up"
"MFAP5",-1.60015918868319,1.98599016772069,-5.04601437266245,5.39418512310528e-06,0.000389605954675312,3.75189833603191,"MFAP5","Down"
"CIDEB",1.01522602482778,3.14563111170635,5.03418671415085,5.62584802846823e-06,0.000401255712111756,3.71147942031757,"CIDEB","Up"
"APOD",-1.40517080389436,2.41230979553608,-5.03349664731057,5.63966204455509e-06,0.000401255712111756,3.70912225997501,"APOD","Down"
"SPINK4",-3.65685442443303,4.589167286881,-5.03320214904687,5.64556757049919e-06,0.000401255712111756,3.70811633432684,"SPINK4","Down"
"B3GNT6",-2.43024213704783,2.87779366569912,-5.02932429414256,5.7238990794602e-06,0.000404670579363742,3.69487255894436,"B3GNT6","Down"
"HRSP12",1.302130738239,5.00512127682329,5.02502541121061,5.81198453056494e-06,0.000408735459460046,3.68019504948805,"HRSP12","Up"
"ADAMTS13",0.713090839735602,1.11004554241003,5.02080262879302,5.89980782346832e-06,0.000412739435273213,3.66578165188554,"ADAMTS13","NS"
"RCL1",0.699318998531679,2.70571576904104,5.0143855611254,6.03577022252703e-06,0.00042005188392399,3.64388677332818,"RCL1","NS"
"VWA5A",-1.18150784571789,4.0335528486799,-5.00829932770007,6.16756698740955e-06,0.0004270001558848,3.62312981532795,"VWA5A","Down"
"SPP1",2.69477217372035,5.03526919770203,5.00007013658594,6.35027711181235e-06,0.000437383519422869,3.59507853352461,"SPP1","Up"
"AGTR1",1.78281017636441,1.31266314858207,4.96925373735298,7.08296878757453e-06,0.000485346815074722,3.49017928785253,"AGTR1","Up"
"MUC2",-3.01559041174387,4.26950746267683,-4.96434292342416,7.2071598025614e-06,0.000490218968688459,3.47348436481618,"MUC2","Down"
