"gene","HR","z","p","lower","upper"
"ERN2",1.06048771019967,0.576217173150952,0.564468398922672,0.86846019955824,1.29497492695302
"CASD1",1.11604892869018,0.574256811700901,0.565794029973743,0.767252368734575,1.6234100564392
"ELL3",1.30320786468713,0.571043952018325,0.567969849823156,0.525119654148692,3.23421666883845
"ATP13A4",0.740884250473206,-0.569329466317219,0.569132573529986,0.263848826015868,2.08039384100285
"PLXNA2",1.11842526291591,0.562171406419188,0.57399924096508,0.757081797355443,1.65223239166224
"SLC22A5",0.830538678616776,-0.56036043041402,0.575233615963076,0.433816538677492,1.59006039461143
"SLC36A1",1.13141109164805,0.556606887313192,0.577796047086924,0.732501184893128,1.74756175785708
"SLC35A1",0.912224528328753,-0.546086315352729,0.585006606052945,0.655997995329037,1.26853069065741
"NANS",0.912077554310855,-0.544127238329739,0.58635391777692,0.654734007005185,1.27057011882244
"RASSF6",0.91728894491335,-0.535388444491362,0.592381278983673,0.668725262491432,1.25824319141978
"DNM2",1.12833268309039,0.532115074456056,0.5946462974318,0.723257473006962,1.76027858853207
"HSD11B2",0.952717716725685,-0.525826543502735,0.599008730273693,0.795345136781275,1.14122914164825
"LIMA1",0.93320370718686,-0.523645933090229,0.60052482730082,0.720444911932389,1.20879354504904
"SLC35B3",0.887017743243642,-0.521610619820814,0.601941467642868,0.565310101240135,1.39180332193431
"PTGDR",1.06153249574308,0.51877608086209,0.603916899707772,0.847141414473757,1.33018079421667
"GIPR",1.13811381151138,0.516599286330117,0.605435913996879,0.696656450331782,1.85931393778966
"SLC25A23",1.09866999370481,0.501566969098177,0.615972159044438,0.760625730372994,1.58695098899088
"GNA11",0.914648359247401,-0.491711270110805,0.622923469913529,0.640933563217914,1.30525481747869
"UGT1A10",1.066361460119,0.490958332905909,0.623455918060862,0.825100022391891,1.37816838294428
"PDCD4",0.915564212768732,-0.490193163528754,0.623997218012157,0.643438800051111,1.3027778673531
"C2orf88",0.924627349930884,-0.478102567530978,0.632577204738516,0.670576936746275,1.2749256489322
"SCIN",0.92836050293494,-0.46769225130392,0.640004683144695,0.679870853382347,1.26767196905399
"SPINK2",0.883805670745137,-0.467240803791613,0.640327603358885,0.52642469847129,1.48380664111994
"CHP1",1.09441770547704,0.45572765570243,0.64858583227659,0.742449513323176,1.61324115992822
"PIGR",0.985164942943041,-0.454517275674448,0.649456560614615,0.923673144082136,1.05075044242887
"SCAMP2",1.10999323101801,0.445820175406493,0.65572714692837,0.701581420449972,1.75615393594029
"TRPM6",1.07657245807024,0.445600754311052,0.655885665606636,0.778218856792268,1.48930888446046
"GDPD2",1.06998354484247,0.443000837690994,0.657765128794967,0.793239454421063,1.44327766332452
"FXYD3",0.945275002102085,-0.437747688482108,0.661569195655126,0.734721513858752,1.2161680483619
"ATP8A1",0.940146384711707,-0.43265691077563,0.66526403790708,0.710835748072158,1.24343102760888
"PLCE1",0.912205806823434,-0.426661476051965,0.669625913798291,0.598095342114933,1.39128225118745
"PRKACB",0.956943815581493,-0.425836329028324,0.670227112886713,0.781472921302976,1.17181471195806
"SST",0.933413404174108,-0.425656856571179,0.670357903846216,0.679638576828839,1.28194692413894
"TMEM45B",0.952141618939886,-0.409486800282792,0.682182451628077,0.752937334194601,1.20404928982198
"KRT20",0.977439486662,-0.405098507764034,0.685405103323663,0.875270587772382,1.09153439340124
"AMN",1.03695256644804,0.402678968518954,0.687184407746543,0.869071403658841,1.23726384338069
"OSBPL7",1.06453159081054,0.39777303276349,0.690797497270007,0.782238263169891,1.44869863977429
"NAPEPLD",1.10271298792829,0.396667814124745,0.691612437709005,0.680224541625313,1.78760961908301
"ITPKA",0.959967765439075,-0.393212483395688,0.694162550383648,0.783096147303884,1.17678795107708
"PRKCD",1.08697415863685,0.391604084456142,0.695350769520115,0.716050023592638,1.65004229120234
"KTN1",1.06979356946982,0.387424447092396,0.698442008070504,0.760453391531287,1.50496834391709
"ADAMDEC1",0.969895133677306,-0.386832674982224,0.698880085636189,0.830736444715464,1.13236463419288
"B4GALNT3",1.05255042745392,0.385925082365775,0.699552153898941,0.811483659622711,1.36523069712644
"APPL2",0.913171965942952,-0.380952967195429,0.703238148383877,0.572268164245559,1.45715434036673
"CCNG2",0.928555674992258,-0.377081140995333,0.706113305813499,0.631658763421772,1.36500226307255
"CHGA",1.02866945993494,0.37578522147286,0.707076575475509,0.887665488441863,1.19207164363262
"PIGZ",0.963530368621747,-0.368938285093221,0.712173725860688,0.790954109975189,1.17376060070727
"RAPGEFL1",0.958690747149332,-0.365124644052971,0.715018365688923,0.764416716109418,1.2023388935652
"MAPK3",1.05920698823116,0.364218661183069,0.715694733014207,0.777234127087088,1.44347681711101
"SLC6A7",0.938446026219855,-0.359704922416184,0.719067810557631,0.663854341709557,1.32661773644488
"SCUBE1",0.847889250313176,-0.357533807111733,0.720692221986445,0.343163841320328,2.09496483671064
"SLC9A1",0.943529190054314,-0.35734635122663,0.720832534262131,0.68595257063007,1.29782636672216
"CLDN7",0.946666199100157,-0.354748308593545,0.722778156571452,0.699336108137132,1.28146806963242
"PKIB",0.963060894511489,-0.351199383796734,0.725438772381076,0.780600871953146,1.18816967782345
"HPGD",1.03353954832024,0.34248919316753,0.731982775416502,0.855731190632584,1.24829386802221
"CA12",1.02907997721082,0.334154725458476,0.738262806074309,0.869820286852257,1.2174993104939
"CHP2",0.980833466497309,-0.333193523667432,0.738988206468053,0.875297461429909,1.09909411530741
"SCNN1A",1.03450875918682,0.330225016710279,0.741229945501793,0.845830530782849,1.26527517497358
"TESK2",0.909581436667559,-0.326750791454716,0.743856380869259,0.5151802849143,1.60592012962578
"LIPH",0.958260783567556,-0.326717338422991,0.743881685147698,0.74200234528623,1.23754828425682
"UGT1A8",0.928239678199097,-0.316517976738977,0.751609382554821,0.585332979213873,1.47203204121587
"CALML4",1.46906448164062,0.312675518402426,0.754527197091867,0.131815943378529,16.372453861826
"TMEM9B",1.0789374685677,0.304308787543282,0.760892650943979,0.661419367531504,1.76001205622972
"PTPRF",0.951158949868117,-0.298132456573683,0.765602070535507,0.68436212063301,1.32196584328396
"GPR108",0.939691523577646,-0.297507930393271,0.766078754369643,0.623755209057562,1.41565175995539
"PRR5L",0.950297900862845,-0.293536675603927,0.769111970374668,0.676126527150135,1.33564660477195
"MRPL35",0.928572501851329,-0.292816663371877,0.769662290716666,0.565446445987717,1.52489576566048
"DHRS9",0.977183183596634,-0.291797361324996,0.77044156284665,0.836846894694303,1.14105337590202
"BCL2L14",1.04828178015037,0.28449993088493,0.776027286993114,0.75753320272452,1.45062247653697
"LRRC66",1.04463542993577,0.28324335171498,0.77699029853379,0.772207524772036,1.41317346240475
"HECTD3",0.943059461898889,-0.281433126640586,0.778378213045348,0.626936341926866,1.418582859535
"AKAP9",1.05527959229397,0.280106000339658,0.779396181300883,0.724201913597224,1.53771344289968
"TTLL6",0.92121327496319,-0.274569047720058,0.78364734899958,0.512804123883642,1.65488898868716
"TRPM4",0.966027234501973,-0.265599371187236,0.790547769928402,0.748548476261143,1.24669095909557
"ZFYVE28",0.93955470526069,-0.265152058602592,0.790892325073089,0.592606096443783,1.48962869176498
"TRAF3IP2",0.935964475747057,-0.26300304074328,0.79254823542698,0.571579993101031,1.5326454922043
"GDPD3",1.0294802136018,0.254636714768961,0.799003699389233,0.823182215360223,1.28747862918033
"SLC25A34",0.917693820400567,-0.252243378634936,0.800852950514485,0.470819996136422,1.7887132129311
"MIER3",0.956530021997623,-0.244261912620053,0.807027979486416,0.669612743986166,1.36638630492026
"STYK1",1.04121733165266,0.24298995889423,0.808013176022045,0.751712971954515,1.44221740502234
"KLK1",0.982336906925362,-0.238898978806692,0.811183917431079,0.848719327620644,1.13699048354771
"ALPI",0.963771482761661,-0.232804327688689,0.815913352242536,0.706403526916553,1.31490774832207
"BMP2",1.02870421053324,0.231270846041475,0.817104394261769,0.80934070140231,1.30752395244087
"B3GALT5",0.975762653227335,-0.221435543067547,0.82475331988089,0.785285908407874,1.21244090240153
"ENTPD8",0.983281296518813,-0.221239951070265,0.824905603437928,0.846857310472186,1.14168242527733
"VDR",1.03792910910499,0.217116283156117,0.828117724503703,0.741682134711844,1.45250476600198
"PLCL2",1.03697697501668,0.211695979539355,0.832344224880898,0.740922029932712,1.45132848433782
"TMEM54",0.97625190939121,-0.210965207856245,0.832914420442284,0.78088504118847,1.22049692377185
"CES3",0.982103608425553,-0.207925066344323,0.835287476762012,0.828380237845134,1.16435358259091
"GOLM1",1.026800525979,0.197236859098825,0.843642187722556,0.789491829223316,1.33544044551794
"CNTN3",0.953069425877347,-0.191837537458071,0.847869466375096,0.583235979552634,1.55741648730058
"ENDOD1",0.961532946158116,-0.191163198996903,0.84839773482712,0.643129866406528,1.43757218384738
"NRARP",1.02253789477022,0.180665970112533,0.85662977110055,0.802919157646886,1.30222792205558
"ACSS2",0.971629098360424,-0.179115474227193,0.857847031817482,0.709129196185325,1.33129916221073
"MYO15B",0.980034797821323,-0.173804941587549,0.862018760680728,0.780680948540893,1.23029543212988
"DISP2",1.05283821295899,0.169066462996479,0.865744363804431,0.579597182076762,1.91248048980312
"SEMA4G",1.02840201107164,0.167589186891392,0.866906478493379,0.741168557838077,1.42695030056477
"PHF7",0.952297820995293,-0.166049279838909,0.868118168739001,0.534831843532054,1.69561919477973
"B4GALT4",0.955099671869822,-0.165796121212326,0.868317398701558,0.554873182804179,1.64400697578454
"TMCC3",0.975154540892535,-0.163626834882618,0.870024918238504,0.721427033656004,1.31811858200584
"DYRK2",1.03817170054705,0.153117809109006,0.878305371845505,0.642713834916143,1.67695235618724
"DOLPP1",1.02408432951088,0.143181675286516,0.886146701701954,0.739356078758871,1.41846228641312
"SESN2",0.971655366452102,-0.140928315566957,0.88792657279203,0.651386294296575,1.44939210330593
"IL10RB",0.939279111066147,-0.136090556784065,0.891749692669154,0.381053414064261,2.31527973749221
"SI",1.01219991038738,0.132678747555932,0.894447451241254,0.846196570980331,1.21076909754108
"PHLPP2",0.966900564985222,-0.127341123305143,0.89867041352936,0.575952672756222,1.62321792534583
"MALL",0.985167867126353,-0.123105482222024,0.902023570119109,0.776580811857455,1.24978072030505
"PLEKHB2",1.03149107220259,0.118078320993135,0.906005600611103,0.616529895753901,1.72574572516488
"GALNT8",0.983771899801837,-0.114256274043076,0.909034643696669,0.743026737634618,1.30251995227073
"PSEN1",1.03227304688275,0.113563382028507,0.909583916411812,0.596646374373776,1.78596181773335
"SPPL2A",0.976489166326818,-0.106909300120877,0.91486093505069,0.631307311616765,1.51040717319061
"PLEKHA7",1.02469995331583,0.0975707982433742,0.922273113461621,0.627673837405863,1.67285926503658
"SLC22A18AS",1.01339982734978,0.0868852922650364,0.930762690377854,0.750544736797086,1.36831178705635
"MB",0.98971869278402,-0.0868133505728782,0.930819875468114,0.78375830488756,1.2498025025542
"RAVER2",0.986225793263503,-0.0723238566936721,0.94234417951246,0.677230745100953,1.43620371983147
"STAP2",0.990431273614932,-0.0722647554593559,0.942391212406179,0.763083869378657,1.28551283432742
"C15orf48",0.994810138413542,-0.0676111916776307,0.946095146117491,0.855522627214924,1.15677502851336
"SLC16A9",1.00714003853152,0.0630208201964546,0.949749925154274,0.807224546216346,1.25656617104581
"CALCOCO2",1.01392543615163,0.0537399284479588,0.957142370447078,0.612292365087296,1.67900965077151
"SDCBP2",1.00479432645515,0.0528428616216193,0.957857110551741,0.841460840499763,1.19983199441203
"ADTRP",0.996483149492965,-0.0411593323309496,0.967168874278916,0.842579774273915,1.17849810491726
"PTPRH",1.00463402269763,0.0381177267046499,0.969593817714317,0.792072999184613,1.27423800659867
"ACO2",0.992735587756627,-0.035007193096947,0.972074005128428,0.660015856041281,1.49318222915065
"PAG1",0.994309691497177,-0.0346747363701454,0.972339106265635,0.720171667339014,1.3728001356374
"VILL",0.996691096876555,-0.0283450942972067,0.977386914985607,0.792555436382601,1.25340524711692
"SOS2",0.994436123542638,-0.0268351343441053,0.978591230146984,0.661606529315563,1.49469988579093
"ATG4D",1.00412591806563,0.0252040521624013,0.979892204826014,0.729008607383383,1.383068525007
"TDP2",1.00309933984353,0.0219146015050193,0.982516077255812,0.760582488132063,1.32294432398213
"ZNF575",0.992932118326097,-0.0212202854932569,0.983069932441664,0.515705247524669,1.91177847488626
"SPDEF",1.00128610606478,0.0210647526348697,0.983194001974924,0.888426630086358,1.12848245679095
"CAB39",0.995168955561195,-0.0169255655329145,0.986495997340848,0.568002947465498,1.74358470238909
"PACSIN2",1.00420333071209,0.0162378520177536,0.987044637895654,0.605259200611797,1.6661032635174
"RHBDL2",1.00178011846906,0.0157549443600363,0.987429893162669,0.802938741181747,1.24986297744566
"SLC6A19",0.997184402973724,-0.0154787393630116,0.987650245992615,0.697786788317994,1.42504379587208
"TMEM131",1.00343160522732,0.0131661411772935,0.989495242725336,0.602575610736763,1.67095210696957
"GALNT12",0.998807829998293,-0.00785906127309361,0.993729440897879,0.741793471321261,1.3448717464296
"MCTP2",0.999759809610103,-0.00109249773691735,0.999128313096402,0.64972985949524,1.53836192427439
"GIPC1",1.00007745257952,0.000500815101935279,0.999600407379053,0.738580478743499,1.35415833472804
